"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Champaign County, IL","17019","Under 15 years","15",0
,"Champaign County, IL","17019","15-19 years","15-19",100
,"Champaign County, IL","17019","20-24 years","20-24",361
,"Champaign County, IL","17019","25-29 years","25-29",512
,"Champaign County, IL","17019","30-34 years","30-34",630
,"Champaign County, IL","17019","35-39 years","35-39",326
,"Champaign County, IL","17019","40-44 years","40-44",61
,"Champaign County, IL","17019","45-49 years","45-49",Suppressed
,"Champaign County, IL","17019","50 years and over","50+",0
,"Cook County, IL","17031","Under 15 years","15",14
,"Cook County, IL","17031","15-19 years","15-19",1590
,"Cook County, IL","17031","20-24 years","20-24",6834
,"Cook County, IL","17031","25-29 years","25-29",11609
,"Cook County, IL","17031","30-34 years","30-34",17574
,"Cook County, IL","17031","35-39 years","35-39",11439
,"Cook County, IL","17031","40-44 years","40-44",2646
,"Cook County, IL","17031","45-49 years","45-49",184
,"Cook County, IL","17031","50 years and over","50+",28
,"DeKalb County, IL","17037","Under 15 years","15",0
,"DeKalb County, IL","17037","15-19 years","15-19",31
,"DeKalb County, IL","17037","20-24 years","20-24",170
,"DeKalb County, IL","17037","25-29 years","25-29",301
,"DeKalb County, IL","17037","30-34 years","30-34",329
,"DeKalb County, IL","17037","35-39 years","35-39",158
,"DeKalb County, IL","17037","40-44 years","40-44",25
,"DeKalb County, IL","17037","45-49 years","45-49",Suppressed
,"DeKalb County, IL","17037","50 years and over","50+",Suppressed
,"DuPage County, IL","17043","Under 15 years","15",0
,"DuPage County, IL","17043","15-19 years","15-19",122
,"DuPage County, IL","17043","20-24 years","20-24",701
,"DuPage County, IL","17043","25-29 years","25-29",2059
,"DuPage County, IL","17043","30-34 years","30-34",3869
,"DuPage County, IL","17043","35-39 years","35-39",2472
,"DuPage County, IL","17043","40-44 years","40-44",478
,"DuPage County, IL","17043","45-49 years","45-49",33
,"DuPage County, IL","17043","50 years and over","50+",Suppressed
,"Kane County, IL","17089","Under 15 years","15",0
,"Kane County, IL","17089","15-19 years","15-19",190
,"Kane County, IL","17089","20-24 years","20-24",772
,"Kane County, IL","17089","25-29 years","25-29",1418
,"Kane County, IL","17089","30-34 years","30-34",1872
,"Kane County, IL","17089","35-39 years","35-39",1006
,"Kane County, IL","17089","40-44 years","40-44",215
,"Kane County, IL","17089","45-49 years","45-49",20
,"Kane County, IL","17089","50 years and over","50+",Suppressed
,"Kankakee County, IL","17091","Under 15 years","15",0
,"Kankakee County, IL","17091","15-19 years","15-19",51
,"Kankakee County, IL","17091","20-24 years","20-24",252
,"Kankakee County, IL","17091","25-29 years","25-29",384
,"Kankakee County, IL","17091","30-34 years","30-34",317
,"Kankakee County, IL","17091","35-39 years","35-39",119
,"Kankakee County, IL","17091","40-44 years","40-44",24
,"Kankakee County, IL","17091","45-49 years","45-49",Suppressed
,"Kankakee County, IL","17091","50 years and over","50+",0
,"Kendall County, IL","17093","Under 15 years","15",0
,"Kendall County, IL","17093","15-19 years","15-19",32
,"Kendall County, IL","17093","20-24 years","20-24",153
,"Kendall County, IL","17093","25-29 years","25-29",409
,"Kendall County, IL","17093","30-34 years","30-34",572
,"Kendall County, IL","17093","35-39 years","35-39",296
,"Kendall County, IL","17093","40-44 years","40-44",57
,"Kendall County, IL","17093","45-49 years","45-49",Suppressed
,"Kendall County, IL","17093","50 years and over","50+",Suppressed
,"Lake County, IL","17097","Under 15 years","15",0
,"Lake County, IL","17097","15-19 years","15-19",188
,"Lake County, IL","17097","20-24 years","20-24",797
,"Lake County, IL","17097","25-29 years","25-29",1511
,"Lake County, IL","17097","30-34 years","30-34",2380
,"Lake County, IL","17097","35-39 years","35-39",1480
,"Lake County, IL","17097","40-44 years","40-44",341
,"Lake County, IL","17097","45-49 years","45-49",28
,"Lake County, IL","17097","50 years and over","50+",Suppressed
,"LaSalle County, IL","17099","Under 15 years","15",0
,"LaSalle County, IL","17099","15-19 years","15-19",46
,"LaSalle County, IL","17099","20-24 years","20-24",243
,"LaSalle County, IL","17099","25-29 years","25-29",349
,"LaSalle County, IL","17099","30-34 years","30-34",326
,"LaSalle County, IL","17099","35-39 years","35-39",142
,"LaSalle County, IL","17099","40-44 years","40-44",16
,"LaSalle County, IL","17099","45-49 years","45-49",Suppressed
,"LaSalle County, IL","17099","50 years and over","50+",0
,"McHenry County, IL","17111","Under 15 years","15",Suppressed
,"McHenry County, IL","17111","15-19 years","15-19",61
,"McHenry County, IL","17111","20-24 years","20-24",297
,"McHenry County, IL","17111","25-29 years","25-29",851
,"McHenry County, IL","17111","30-34 years","30-34",1247
,"McHenry County, IL","17111","35-39 years","35-39",566
,"McHenry County, IL","17111","40-44 years","40-44",126
,"McHenry County, IL","17111","45-49 years","45-49",Suppressed
,"McHenry County, IL","17111","50 years and over","50+",0
,"McLean County, IL","17113","Under 15 years","15",Suppressed
,"McLean County, IL","17113","15-19 years","15-19",52
,"McLean County, IL","17113","20-24 years","20-24",239
,"McLean County, IL","17113","25-29 years","25-29",523
,"McLean County, IL","17113","30-34 years","30-34",507
,"McLean County, IL","17113","35-39 years","35-39",251
,"McLean County, IL","17113","40-44 years","40-44",52
,"McLean County, IL","17113","45-49 years","45-49",0
,"McLean County, IL","17113","50 years and over","50+",Suppressed
,"Macon County, IL","17115","Under 15 years","15",Suppressed
,"Macon County, IL","17115","15-19 years","15-19",85
,"Macon County, IL","17115","20-24 years","20-24",293
,"Macon County, IL","17115","25-29 years","25-29",329
,"Macon County, IL","17115","30-34 years","30-34",302
,"Macon County, IL","17115","35-39 years","35-39",138
,"Macon County, IL","17115","40-44 years","40-44",18
,"Macon County, IL","17115","45-49 years","45-49",Suppressed
,"Macon County, IL","17115","50 years and over","50+",0
,"Madison County, IL","17119","Under 15 years","15",Suppressed
,"Madison County, IL","17119","15-19 years","15-19",115
