"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, OH","39003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, OH","39003","Asian","A",12
,"Allen County, OH","39003","Black or African American","2054-5",170
,"Allen County, OH","39003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Allen County, OH","39003","White","2106-3",943
,"Allen County, OH","39003","More than one race","M",59
,"Allen County, OH","39003","Unknown or Not Stated","UNK",0
,"Allen County, OH","39003","Not Available","NA",0
,"Allen County, OH","39003","Not Reported","NR",0
,"Ashtabula County, OH","39007","American Indian or Alaska Native","1002-5",0
,"Ashtabula County, OH","39007","Asian","A",Suppressed
,"Ashtabula County, OH","39007","Black or African American","2054-5",19
,"Ashtabula County, OH","39007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ashtabula County, OH","39007","White","2106-3",984
,"Ashtabula County, OH","39007","More than one race","M",32
,"Ashtabula County, OH","39007","Unknown or Not Stated","UNK",0
,"Ashtabula County, OH","39007","Not Available","NA",0
,"Ashtabula County, OH","39007","Not Reported","NR",0
,"Butler County, OH","39017","American Indian or Alaska Native","1002-5",Suppressed
,"Butler County, OH","39017","Asian","A",288
,"Butler County, OH","39017","Black or African American","2054-5",597
,"Butler County, OH","39017","Native Hawaiian or Other Pacific Islander","NHOPI",37
,"Butler County, OH","39017","White","2106-3",3256
,"Butler County, OH","39017","More than one race","M",135
,"Butler County, OH","39017","Unknown or Not Stated","UNK",0
,"Butler County, OH","39017","Not Available","NA",0
,"Butler County, OH","39017","Not Reported","NR",0
,"Clark County, OH","39023","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, OH","39023","Asian","A",10
,"Clark County, OH","39023","Black or African American","2054-5",264
,"Clark County, OH","39023","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clark County, OH","39023","White","2106-3",1211
,"Clark County, OH","39023","More than one race","M",85
,"Clark County, OH","39023","Unknown or Not Stated","UNK",0
,"Clark County, OH","39023","Not Available","NA",0
,"Clark County, OH","39023","Not Reported","NR",0
,"Clermont County, OH","39025","American Indian or Alaska Native","1002-5",Suppressed
,"Clermont County, OH","39025","Asian","A",41
,"Clermont County, OH","39025","Black or African American","2054-5",52
,"Clermont County, OH","39025","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Clermont County, OH","39025","White","2106-3",2029
,"Clermont County, OH","39025","More than one race","M",39
,"Clermont County, OH","39025","Unknown or Not Stated","UNK",0
,"Clermont County, OH","39025","Not Available","NA",0
,"Clermont County, OH","39025","Not Reported","NR",0
,"Columbiana County, OH","39029","American Indian or Alaska Native","1002-5",Suppressed
,"Columbiana County, OH","39029","Asian","A",Suppressed
,"Columbiana County, OH","39029","Black or African American","2054-5",17
,"Columbiana County, OH","39029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Columbiana County, OH","39029","White","2106-3",920
,"Columbiana County, OH","39029","More than one race","M",19
,"Columbiana County, OH","39029","Unknown or Not Stated","UNK",0
,"Columbiana County, OH","39029","Not Available","NA",0
,"Columbiana County, OH","39029","Not Reported","NR",0
,"Cuyahoga County, OH","39035","American Indian or Alaska Native","1002-5",16
,"Cuyahoga County, OH","39035","Asian","A",478
,"Cuyahoga County, OH","39035","Black or African American","2054-5",4639
,"Cuyahoga County, OH","39035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cuyahoga County, OH","39035","White","2106-3",7335
,"Cuyahoga County, OH","39035","More than one race","M",356
,"Cuyahoga County, OH","39035","Unknown or Not Stated","UNK",0
,"Cuyahoga County, OH","39035","Not Available","NA",0
,"Cuyahoga County, OH","39035","Not Reported","NR",0
,"Delaware County, OH","39041","American Indian or Alaska Native","1002-5",Suppressed
,"Delaware County, OH","39041","Asian","A",247
,"Delaware County, OH","39041","Black or African American","2054-5",109
,"Delaware County, OH","39041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, OH","39041","White","2106-3",1758
,"Delaware County, OH","39041","More than one race","M",31
,"Delaware County, OH","39041","Unknown or Not Stated","UNK",0
,"Delaware County, OH","39041","Not Available","NA",0
,"Delaware County, OH","39041","Not Reported","NR",0
,"Fairfield County, OH","39045","American Indian or Alaska Native","1002-5",Suppressed
,"Fairfield County, OH","39045","Asian","A",72
,"Fairfield County, OH","39045","Black or African American","2054-5",225
,"Fairfield County, OH","39045","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Fairfield County, OH","39045","White","2106-3",1344
,"Fairfield County, OH","39045","More than one race","M",51
,"Fairfield County, OH","39045","Unknown or Not Stated","UNK",0
,"Fairfield County, OH","39045","Not Available","NA",0
,"Fairfield County, OH","39045","Not Reported","NR",0
,"Franklin County, OH","39049","American Indian or Alaska Native","1002-5",32
,"Franklin County, OH","39049","Asian","A",1011
,"Franklin County, OH","39049","Black or African American","2054-5",5493
,"Franklin County, OH","39049","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Franklin County, OH","39049","White","2106-3",10244
,"Franklin County, OH","39049","More than one race","M",734
,"Franklin County, OH","39049","Unknown or Not Stated","UNK",0
,"Franklin County, OH","39049","Not Available","NA",0
,"Franklin County, OH","39049","Not Reported","NR",0
,"Greene County, OH","39057","American Indian or Alaska Native","1002-5",Suppressed
,"Greene County, OH","39057","Asian","A",64
,"Greene County, OH","39057","Black or African American","2054-5",154
,"Greene County, OH","39057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Greene County, OH","39057","White","2106-3",1419
,"Greene County, OH","39057","More than one race","M",51
,"Greene County, OH","39057","Unknown or Not Stated","UNK",0
,"Greene County, OH","39057","Not Available","NA",0
,"Greene County, OH","39057","Not Reported","NR",0
,"Hamilton County, OH","39061","American Indian or Alaska Native","1002-5",26
,"Hamilton County, OH","39061","Asian","A",347
,"Hamilton County, OH","39061","Black or African American","2054-5",3223
,"Hamilton County, OH","39061","Native Hawaiian or Other Pacific Islander","NHOPI",31
,"Hamilton County, OH","39061","White","2106-3",6262
,"Hamilton County, OH","39061","More than one race","M",375
,"Hamilton County, OH","39061","Unknown or Not Stated","UNK",0
,"Hamilton County, OH","39061","Not Available","NA",0
,"Hamilton County, OH","39061","Not Reported","NR",0
,"Lake County, OH","39085","American Indian or Alaska Native","1002-5",Suppressed
,"Lake County, OH","39085","Asian","A",31
,"Lake County, OH","39085","Black or African American","2054-5",154
,"Lake County, OH","39085","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, OH","39085","White","2106-3",1812
,"Lake County, OH","39085","More than one race","M",48
,"Lake County, OH","39085","Unknown or Not Stated","UNK",0
,"Lake County, OH","39085","Not Available","NA",0
