"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Aiken County, SC","45003","American Indian or Alaska Native","1002-5",Suppressed
,"Aiken County, SC","45003","Asian","A",22
,"Aiken County, SC","45003","Black or African American","2054-5",534
,"Aiken County, SC","45003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Aiken County, SC","45003","White","2106-3",1356
,"Aiken County, SC","45003","More than one race","M",52
,"Aiken County, SC","45003","Unknown or Not Stated","UNK",0
,"Aiken County, SC","45003","Not Available","NA",0
,"Aiken County, SC","45003","Not Reported","NR",0
,"Anderson County, SC","45007","American Indian or Alaska Native","1002-5",Suppressed
,"Anderson County, SC","45007","Asian","A",37
,"Anderson County, SC","45007","Black or African American","2054-5",419
,"Anderson County, SC","45007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Anderson County, SC","45007","White","2106-3",1878
,"Anderson County, SC","45007","More than one race","M",71
,"Anderson County, SC","45007","Unknown or Not Stated","UNK",0
,"Anderson County, SC","45007","Not Available","NA",0
,"Anderson County, SC","45007","Not Reported","NR",0
,"Beaufort County, SC","45013","American Indian or Alaska Native","1002-5",Suppressed
,"Beaufort County, SC","45013","Asian","A",44
,"Beaufort County, SC","45013","Black or African American","2054-5",388
,"Beaufort County, SC","45013","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Beaufort County, SC","45013","White","2106-3",1349
,"Beaufort County, SC","45013","More than one race","M",52
,"Beaufort County, SC","45013","Unknown or Not Stated","UNK",0
,"Beaufort County, SC","45013","Not Available","NA",0
,"Beaufort County, SC","45013","Not Reported","NR",0
,"Berkeley County, SC","45015","American Indian or Alaska Native","1002-5",18
,"Berkeley County, SC","45015","Asian","A",91
,"Berkeley County, SC","45015","Black or African American","2054-5",788
,"Berkeley County, SC","45015","Native Hawaiian or Other Pacific Islander","NHOPI",18
,"Berkeley County, SC","45015","White","2106-3",2025
,"Berkeley County, SC","45015","More than one race","M",118
,"Berkeley County, SC","45015","Unknown or Not Stated","UNK",0
,"Berkeley County, SC","45015","Not Available","NA",0
,"Berkeley County, SC","45015","Not Reported","NR",0
,"Charleston County, SC","45019","American Indian or Alaska Native","1002-5",25
,"Charleston County, SC","45019","Asian","A",122
,"Charleston County, SC","45019","Black or African American","2054-5",1103
,"Charleston County, SC","45019","Native Hawaiian or Other Pacific Islander","NHOPI",21
,"Charleston County, SC","45019","White","2106-3",3617
,"Charleston County, SC","45019","More than one race","M",137
,"Charleston County, SC","45019","Unknown or Not Stated","UNK",0
,"Charleston County, SC","45019","Not Available","NA",0
,"Charleston County, SC","45019","Not Reported","NR",0
,"Dorchester County, SC","45035","American Indian or Alaska Native","1002-5",12
,"Dorchester County, SC","45035","Asian","A",41
,"Dorchester County, SC","45035","Black or African American","2054-5",587
,"Dorchester County, SC","45035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dorchester County, SC","45035","White","2106-3",1353
,"Dorchester County, SC","45035","More than one race","M",73
,"Dorchester County, SC","45035","Unknown or Not Stated","UNK",0
,"Dorchester County, SC","45035","Not Available","NA",0
,"Dorchester County, SC","45035","Not Reported","NR",0
,"Florence County, SC","45041","American Indian or Alaska Native","1002-5",Suppressed
,"Florence County, SC","45041","Asian","A",32
,"Florence County, SC","45041","Black or African American","2054-5",789
,"Florence County, SC","45041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Florence County, SC","45041","White","2106-3",723
,"Florence County, SC","45041","More than one race","M",42
,"Florence County, SC","45041","Unknown or Not Stated","UNK",0
,"Florence County, SC","45041","Not Available","NA",0
,"Florence County, SC","45041","Not Reported","NR",0
,"Greenville County, SC","45045","American Indian or Alaska Native","1002-5",30
,"Greenville County, SC","45045","Asian","A",167
,"Greenville County, SC","45045","Black or African American","2054-5",1279
,"Greenville County, SC","45045","Native Hawaiian or Other Pacific Islander","NHOPI",40
,"Greenville County, SC","45045","White","2106-3",4857
,"Greenville County, SC","45045","More than one race","M",181
,"Greenville County, SC","45045","Unknown or Not Stated","UNK",0
,"Greenville County, SC","45045","Not Available","NA",0
,"Greenville County, SC","45045","Not Reported","NR",0
,"Horry County, SC","45051","American Indian or Alaska Native","1002-5",20
,"Horry County, SC","45051","Asian","A",58
,"Horry County, SC","45051","Black or African American","2054-5",597
,"Horry County, SC","45051","Native Hawaiian or Other Pacific Islander","NHOPI",25
,"Horry County, SC","45051","White","2106-3",2501
,"Horry County, SC","45051","More than one race","M",133
,"Horry County, SC","45051","Unknown or Not Stated","UNK",0
,"Horry County, SC","45051","Not Available","NA",0
,"Horry County, SC","45051","Not Reported","NR",0
,"Lexington County, SC","45063","American Indian or Alaska Native","1002-5",14
,"Lexington County, SC","45063","Asian","A",115
,"Lexington County, SC","45063","Black or African American","2054-5",670
,"Lexington County, SC","45063","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Lexington County, SC","45063","White","2106-3",2422
,"Lexington County, SC","45063","More than one race","M",99
,"Lexington County, SC","45063","Unknown or Not Stated","UNK",0
,"Lexington County, SC","45063","Not Available","NA",0
,"Lexington County, SC","45063","Not Reported","NR",0
,"Pickens County, SC","45077","American Indian or Alaska Native","1002-5",Suppressed
,"Pickens County, SC","45077","Asian","A",20
,"Pickens County, SC","45077","Black or African American","2054-5",97
,"Pickens County, SC","45077","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Pickens County, SC","45077","White","2106-3",1112
,"Pickens County, SC","45077","More than one race","M",41
,"Pickens County, SC","45077","Unknown or Not Stated","UNK",0
,"Pickens County, SC","45077","Not Available","NA",0
,"Pickens County, SC","45077","Not Reported","NR",0
,"Richland County, SC","45079","American Indian or Alaska Native","1002-5",13
,"Richland County, SC","45079","Asian","A",115
,"Richland County, SC","45079","Black or African American","2054-5",2405
,"Richland County, SC","45079","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Richland County, SC","45079","White","2106-3",1758
,"Richland County, SC","45079","More than one race","M",155
,"Richland County, SC","45079","Unknown or Not Stated","UNK",0
,"Richland County, SC","45079","Not Available","NA",0
,"Richland County, SC","45079","Not Reported","NR",0
,"Spartanburg County, SC","45083","American Indian or Alaska Native","1002-5",13
,"Spartanburg County, SC","45083","Asian","A",108
,"Spartanburg County, SC","45083","Black or African American","2054-5",838
,"Spartanburg County, SC","45083","Native Hawaiian or Other Pacific Islander","NHOPI",17
,"Spartanburg County, SC","45083","White","2106-3",3130
,"Spartanburg County, SC","45083","More than one race","M",111
,"Spartanburg County, SC","45083","Unknown or Not Stated","UNK",0
,"Spartanburg County, SC","45083","Not Available","NA",0
,"Spartanburg County, SC","45083","Not Reported","NR",0
,"Sumter County, SC","45085","American Indian or Alaska Native","1002-5",Suppressed
,"Sumter County, SC","45085","Asian","A",26
,"Sumter County, SC","45085","Black or African American","2054-5",675
,"Sumter County, SC","45085","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Sumter County, SC","45085","White","2106-3",580
,"Sumter County, SC","45085","More than one race","M",40
,"Sumter County, SC","45085","Unknown or Not Stated","UNK",0
,"Sumter County, SC","45085","Not Available","NA",0
,"Sumter County, SC","45085","Not Reported","NR",0
,"York County, SC","45091","American Indian or Alaska Native","1002-5",14
,"York County, SC","45091","Asian","A",166
,"York County, SC","45091","Black or African American","2054-5",640
,"York County, SC","45091","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"York County, SC","45091","White","2106-3",2039
,"York County, SC","45091","More than one race","M",74
,"York County, SC","45091","Unknown or Not Stated","UNK",0
,"York County, SC","45091","Not Available","NA",0
,"York County, SC","45091","Not Reported","NR",0
,"Unidentified Counties, SC","45999","American Indian or Alaska Native","1002-5",63
,"Unidentified Counties, SC","45999","Asian","A",156
,"Unidentified Counties, SC","45999","Black or African American","2054-5",4356
,"Unidentified Counties, SC","45999","Native Hawaiian or Other Pacific Islander","NHOPI",45
,"Unidentified Counties, SC","45999","White","2106-3",7441
,"Unidentified Counties, SC","45999","More than one race","M",326
,"Unidentified Counties, SC","45999","Unknown or Not Stated","UNK",0
,"Unidentified Counties, SC","45999","Not Available","NA",0
,"Unidentified Counties, SC","45999","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: South Carolina (45)"
"Year: 2022"
"Group By: County of Residence; Mother's Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 6:23:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 6:23:37 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
