"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alachua County, FL","12001","Under 15 years","15",Suppressed
,"Alachua County, FL","12001","15-19 years","15-19",96
,"Alachua County, FL","12001","20-24 years","20-24",423
,"Alachua County, FL","12001","25-29 years","25-29",686
,"Alachua County, FL","12001","30-34 years","30-34",880
,"Alachua County, FL","12001","35-39 years","35-39",480
,"Alachua County, FL","12001","40-44 years","40-44",103
,"Alachua County, FL","12001","45-49 years","45-49",Suppressed
,"Alachua County, FL","12001","50 years and over","50+",0
,"Bay County, FL","12005","Under 15 years","15",Suppressed
,"Bay County, FL","12005","15-19 years","15-19",89
,"Bay County, FL","12005","20-24 years","20-24",485
,"Bay County, FL","12005","25-29 years","25-29",634
,"Bay County, FL","12005","30-34 years","30-34",573
,"Bay County, FL","12005","35-39 years","35-39",259
,"Bay County, FL","12005","40-44 years","40-44",50
,"Bay County, FL","12005","45-49 years","45-49",Suppressed
,"Bay County, FL","12005","50 years and over","50+",0
,"Brevard County, FL","12009","Under 15 years","15",Suppressed
,"Brevard County, FL","12009","15-19 years","15-19",166
,"Brevard County, FL","12009","20-24 years","20-24",892
,"Brevard County, FL","12009","25-29 years","25-29",1555
,"Brevard County, FL","12009","30-34 years","30-34",1645
,"Brevard County, FL","12009","35-39 years","35-39",776
,"Brevard County, FL","12009","40-44 years","40-44",195
,"Brevard County, FL","12009","45-49 years","45-49",Suppressed
,"Brevard County, FL","12009","50 years and over","50+",Suppressed
,"Broward County, FL","12011","Under 15 years","15",Suppressed
,"Broward County, FL","12011","15-19 years","15-19",472
,"Broward County, FL","12011","20-24 years","20-24",2449
,"Broward County, FL","12011","25-29 years","25-29",5120
,"Broward County, FL","12011","30-34 years","30-34",7154
,"Broward County, FL","12011","35-39 years","35-39",4717
,"Broward County, FL","12011","40-44 years","40-44",1286
,"Broward County, FL","12011","45-49 years","45-49",80
,"Broward County, FL","12011","50 years and over","50+",10
,"Charlotte County, FL","12015","Under 15 years","15",0
,"Charlotte County, FL","12015","15-19 years","15-19",41
,"Charlotte County, FL","12015","20-24 years","20-24",209
,"Charlotte County, FL","12015","25-29 years","25-29",305
,"Charlotte County, FL","12015","30-34 years","30-34",296
,"Charlotte County, FL","12015","35-39 years","35-39",151
,"Charlotte County, FL","12015","40-44 years","40-44",42
,"Charlotte County, FL","12015","45-49 years","45-49",Suppressed
,"Charlotte County, FL","12015","50 years and over","50+",0
,"Citrus County, FL","12017","Under 15 years","15",Suppressed
,"Citrus County, FL","12017","15-19 years","15-19",55
,"Citrus County, FL","12017","20-24 years","20-24",236
,"Citrus County, FL","12017","25-29 years","25-29",326
,"Citrus County, FL","12017","30-34 years","30-34",253
,"Citrus County, FL","12017","35-39 years","35-39",111
,"Citrus County, FL","12017","40-44 years","40-44",18
,"Citrus County, FL","12017","45-49 years","45-49",Suppressed
,"Citrus County, FL","12017","50 years and over","50+",0
,"Clay County, FL","12019","Under 15 years","15",0
,"Clay County, FL","12019","15-19 years","15-19",97
,"Clay County, FL","12019","20-24 years","20-24",437
,"Clay County, FL","12019","25-29 years","25-29",689
,"Clay County, FL","12019","30-34 years","30-34",674
,"Clay County, FL","12019","35-39 years","35-39",343
,"Clay County, FL","12019","40-44 years","40-44",72
,"Clay County, FL","12019","45-49 years","45-49",Suppressed
,"Clay County, FL","12019","50 years and over","50+",0
,"Collier County, FL","12021","Under 15 years","15",Suppressed
,"Collier County, FL","12021","15-19 years","15-19",165
,"Collier County, FL","12021","20-24 years","20-24",505
,"Collier County, FL","12021","25-29 years","25-29",906
,"Collier County, FL","12021","30-34 years","30-34",1014
,"Collier County, FL","12021","35-39 years","35-39",670
,"Collier County, FL","12021","40-44 years","40-44",202
,"Collier County, FL","12021","45-49 years","45-49",Suppressed
,"Collier County, FL","12021","50 years and over","50+",Suppressed
,"Duval County, FL","12031","Under 15 years","15",Suppressed
,"Duval County, FL","12031","15-19 years","15-19",556
,"Duval County, FL","12031","20-24 years","20-24",2494
,"Duval County, FL","12031","25-29 years","25-29",3597
,"Duval County, FL","12031","30-34 years","30-34",3686
,"Duval County, FL","12031","35-39 years","35-39",1853
,"Duval County, FL","12031","40-44 years","40-44",386
,"Duval County, FL","12031","45-49 years","45-49",25
,"Duval County, FL","12031","50 years and over","50+",0
,"Escambia County, FL","12033","Under 15 years","15",Suppressed
,"Escambia County, FL","12033","15-19 years","15-19",229
