"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, PA","42001","Under 15 years","15",0
,"Adams County, PA","42001","15-19 years","15-19",24
,"Adams County, PA","42001","20-24 years","20-24",177
,"Adams County, PA","42001","25-29 years","25-29",297
,"Adams County, PA","42001","30-34 years","30-34",288
,"Adams County, PA","42001","35-39 years","35-39",117
,"Adams County, PA","42001","40-44 years","40-44",32
,"Adams County, PA","42001","45-49 years","45-49",Suppressed
,"Adams County, PA","42001","50 years and over","50+",0
,"Allegheny County, PA","42003","Under 15 years","15",Suppressed
,"Allegheny County, PA","42003","15-19 years","15-19",297
,"Allegheny County, PA","42003","20-24 years","20-24",1228
,"Allegheny County, PA","42003","25-29 years","25-29",2811
,"Allegheny County, PA","42003","30-34 years","30-34",4554
,"Allegheny County, PA","42003","35-39 years","35-39",2486
,"Allegheny County, PA","42003","40-44 years","40-44",420
,"Allegheny County, PA","42003","45-49 years","45-49",22
,"Allegheny County, PA","42003","50 years and over","50+",Suppressed
,"Beaver County, PA","42007","Under 15 years","15",Suppressed
,"Beaver County, PA","42007","15-19 years","15-19",51
,"Beaver County, PA","42007","20-24 years","20-24",208
,"Beaver County, PA","42007","25-29 years","25-29",468
,"Beaver County, PA","42007","30-34 years","30-34",511
,"Beaver County, PA","42007","35-39 years","35-39",238
,"Beaver County, PA","42007","40-44 years","40-44",38
,"Beaver County, PA","42007","45-49 years","45-49",Suppressed
,"Beaver County, PA","42007","50 years and over","50+",0
,"Berks County, PA","42011","Under 15 years","15",Suppressed
,"Berks County, PA","42011","15-19 years","15-19",198
,"Berks County, PA","42011","20-24 years","20-24",819
,"Berks County, PA","42011","25-29 years","25-29",1459
,"Berks County, PA","42011","30-34 years","30-34",1338
,"Berks County, PA","42011","35-39 years","35-39",618
,"Berks County, PA","42011","40-44 years","40-44",135
,"Berks County, PA","42011","45-49 years","45-49",14
,"Berks County, PA","42011","50 years and over","50+",Suppressed
,"Blair County, PA","42013","Under 15 years","15",Suppressed
,"Blair County, PA","42013","15-19 years","15-19",54
,"Blair County, PA","42013","20-24 years","20-24",241
,"Blair County, PA","42013","25-29 years","25-29",403
,"Blair County, PA","42013","30-34 years","30-34",325
,"Blair County, PA","42013","35-39 years","35-39",136
,"Blair County, PA","42013","40-44 years","40-44",28
,"Blair County, PA","42013","45-49 years","45-49",Suppressed
,"Blair County, PA","42013","50 years and over","50+",0
,"Bucks County, PA","42017","Under 15 years","15",0
,"Bucks County, PA","42017","15-19 years","15-19",84
,"Bucks County, PA","42017","20-24 years","20-24",455
,"Bucks County, PA","42017","25-29 years","25-29",1244
,"Bucks County, PA","42017","30-34 years","30-34",2270
,"Bucks County, PA","42017","35-39 years","35-39",1266
,"Bucks County, PA","42017","40-44 years","40-44",270
,"Bucks County, PA","42017","45-49 years","45-49",12
,"Bucks County, PA","42017","50 years and over","50+",Suppressed
,"Butler County, PA","42019","Under 15 years","15",0
,"Butler County, PA","42019","15-19 years","15-19",42
,"Butler County, PA","42019","20-24 years","20-24",175
,"Butler County, PA","42019","25-29 years","25-29",492
,"Butler County, PA","42019","30-34 years","30-34",619
,"Butler County, PA","42019","35-39 years","35-39",315
,"Butler County, PA","42019","40-44 years","40-44",52
,"Butler County, PA","42019","45-49 years","45-49",Suppressed
,"Butler County, PA","42019","50 years and over","50+",Suppressed
,"Cambria County, PA","42021","Under 15 years","15",Suppressed
,"Cambria County, PA","42021","15-19 years","15-19",60
,"Cambria County, PA","42021","20-24 years","20-24",243
,"Cambria County, PA","42021","25-29 years","25-29",393
,"Cambria County, PA","42021","30-34 years","30-34",335
,"Cambria County, PA","42021","35-39 years","35-39",134
,"Cambria County, PA","42021","40-44 years","40-44",25
,"Cambria County, PA","42021","45-49 years","45-49",0
,"Cambria County, PA","42021","50 years and over","50+",0
,"Centre County, PA","42027","Under 15 years","15",0
,"Centre County, PA","42027","15-19 years","15-19",19
,"Centre County, PA","42027","20-24 years","20-24",120
,"Centre County, PA","42027","25-29 years","25-29",282
,"Centre County, PA","42027","30-34 years","30-34",442
,"Centre County, PA","42027","35-39 years","35-39",229
,"Centre County, PA","42027","40-44 years","40-44",25
,"Centre County, PA","42027","45-49 years","45-49",Suppressed
,"Centre County, PA","42027","50 years and over","50+",0
,"Chester County, PA","42029","Under 15 years","15",Suppressed
,"Chester County, PA","42029","15-19 years","15-19",95
,"Chester County, PA","42029","20-24 years","20-24",428
,"Chester County, PA","42029","25-29 years","25-29",1107
,"Chester County, PA","42029","30-34 years","30-34",2314
,"Chester County, PA","42029","35-39 years","35-39",1384
,"Chester County, PA","42029","40-44 years","40-44",263
,"Chester County, PA","42029","45-49 years","45-49",18
,"Chester County, PA","42029","50 years and over","50+",0
,"Cumberland County, PA","42041","Under 15 years","15",Suppressed
,"Cumberland County, PA","42041","15-19 years","15-19",49
,"Cumberland County, PA","42041","20-24 years","20-24",344
,"Cumberland County, PA","42041","25-29 years","25-29",765
,"Cumberland County, PA","42041","30-34 years","30-34",942
