"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",1874
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",4195
,"Bell County, TX","48027","Unknown or Not Stated","9",16
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",17511
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",8496
,"Bexar County, TX","48029","Unknown or Not Stated","9",582
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1888
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2905
,"Brazoria County, TX","48039","Unknown or Not Stated","9",32
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",981
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1765
,"Brazos County, TX","48041","Unknown or Not Stated","9",Suppressed
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",5440
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",668
,"Cameron County, TX","48061","Unknown or Not Stated","9",Suppressed
,"Collin County, TX","48085","Hispanic or Latino","2135-2",2699
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",10033
,"Collin County, TX","48085","Unknown or Not Stated","9",74
,"Comal County, TX","48091","Hispanic or Latino","2135-2",673
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",1214
,"Comal County, TX","48091","Unknown or Not Stated","9",23
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",19006
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",18152
,"Dallas County, TX","48113","Unknown or Not Stated","9",91
,"Denton County, TX","48121","Hispanic or Latino","2135-2",3079
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",8377
,"Denton County, TX","48121","Unknown or Not Stated","9",43
,"Ector County, TX","48135","Hispanic or Latino","2135-2",2258
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",755
,"Ector County, TX","48135","Unknown or Not Stated","9",Suppressed
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",1068
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1745
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9802
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",1794
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2785
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",6779
