"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, IN","18003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, IN","18003","Asian","A",441
,"Allen County, IN","18003","Black or African American","2054-5",753
,"Allen County, IN","18003","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Allen County, IN","18003","White","2106-3",3807
,"Allen County, IN","18003","More than one race","M",130
,"Allen County, IN","18003","Unknown or Not Stated","UNK",0
,"Allen County, IN","18003","Not Available","NA",0
,"Allen County, IN","18003","Not Reported","NR",0
,"Clark County, IN","18019","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, IN","18019","Asian","A",25
,"Clark County, IN","18019","Black or African American","2054-5",163
,"Clark County, IN","18019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clark County, IN","18019","White","2106-3",1228
,"Clark County, IN","18019","More than one race","M",52
,"Clark County, IN","18019","Unknown or Not Stated","UNK",0
,"Clark County, IN","18019","Not Available","NA",0
,"Clark County, IN","18019","Not Reported","NR",0
,"Delaware County, IN","18035","American Indian or Alaska Native","1002-5",0
,"Delaware County, IN","18035","Asian","A",23
,"Delaware County, IN","18035","Black or African American","2054-5",89
,"Delaware County, IN","18035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, IN","18035","White","2106-3",888
,"Delaware County, IN","18035","More than one race","M",50
,"Delaware County, IN","18035","Unknown or Not Stated","UNK",0
,"Delaware County, IN","18035","Not Available","NA",0
,"Delaware County, IN","18035","Not Reported","NR",0
,"Elkhart County, IN","18039","American Indian or Alaska Native","1002-5",Suppressed
,"Elkhart County, IN","18039","Asian","A",20
,"Elkhart County, IN","18039","Black or African American","2054-5",177
,"Elkhart County, IN","18039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Elkhart County, IN","18039","White","2106-3",2721
,"Elkhart County, IN","18039","More than one race","M",48
,"Elkhart County, IN","18039","Unknown or Not Stated","UNK",0
,"Elkhart County, IN","18039","Not Available","NA",0
,"Elkhart County, IN","18039","Not Reported","NR",0
,"Hamilton County, IN","18057","American Indian or Alaska Native","1002-5",Suppressed
,"Hamilton County, IN","18057","Asian","A",321
,"Hamilton County, IN","18057","Black or African American","2054-5",245
,"Hamilton County, IN","18057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hamilton County, IN","18057","White","2106-3",3258
,"Hamilton County, IN","18057","More than one race","M",60
,"Hamilton County, IN","18057","Unknown or Not Stated","UNK",0
,"Hamilton County, IN","18057","Not Available","NA",0
,"Hamilton County, IN","18057","Not Reported","NR",0
,"Hendricks County, IN","18063","American Indian or Alaska Native","1002-5",0
,"Hendricks County, IN","18063","Asian","A",72
,"Hendricks County, IN","18063","Black or African American","2054-5",305
,"Hendricks County, IN","18063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hendricks County, IN","18063","White","2106-3",1513
,"Hendricks County, IN","18063","More than one race","M",42
,"Hendricks County, IN","18063","Unknown or Not Stated","UNK",0
,"Hendricks County, IN","18063","Not Available","NA",0
,"Hendricks County, IN","18063","Not Reported","NR",0
,"Johnson County, IN","18081","American Indian or Alaska Native","1002-5",Suppressed
,"Johnson County, IN","18081","Asian","A",171
,"Johnson County, IN","18081","Black or African American","2054-5",113
,"Johnson County, IN","18081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Johnson County, IN","18081","White","2106-3",1591
,"Johnson County, IN","18081","More than one race","M",33
,"Johnson County, IN","18081","Unknown or Not Stated","UNK",0
,"Johnson County, IN","18081","Not Available","NA",0
,"Johnson County, IN","18081","Not Reported","NR",0
,"Lake County, IN","18089","American Indian or Alaska Native","1002-5",12
,"Lake County, IN","18089","Asian","A",90
,"Lake County, IN","18089","Black or African American","2054-5",1536
,"Lake County, IN","18089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, IN","18089","White","2106-3",3507
,"Lake County, IN","18089","More than one race","M",106
,"Lake County, IN","18089","Unknown or Not Stated","UNK",0
,"Lake County, IN","18089","Not Available","NA",0
,"Lake County, IN","18089","Not Reported","NR",0
,"La Porte County, IN","18091","American Indian or Alaska Native","1002-5",Suppressed
,"La Porte County, IN","18091","Asian","A",Suppressed
,"La Porte County, IN","18091","Black or African American","2054-5",129
,"La Porte County, IN","18091","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"La Porte County, IN","18091","White","2106-3",895
,"La Porte County, IN","18091","More than one race","M",52
,"La Porte County, IN","18091","Unknown or Not Stated","UNK",0
,"La Porte County, IN","18091","Not Available","NA",0
,"La Porte County, IN","18091","Not Reported","NR",0
,"Madison County, IN","18095","American Indian or Alaska Native","1002-5",0
,"Madison County, IN","18095","Asian","A",12
,"Madison County, IN","18095","Black or African American","2054-5",137
,"Madison County, IN","18095","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Madison County, IN","18095","White","2106-3",1284
,"Madison County, IN","18095","More than one race","M",46
,"Madison County, IN","18095","Unknown or Not Stated","UNK",0
,"Madison County, IN","18095","Not Available","NA",0
,"Madison County, IN","18095","Not Reported","NR",0
,"Marion County, IN","18097","American Indian or Alaska Native","1002-5",12
,"Marion County, IN","18097","Asian","A",670
,"Marion County, IN","18097","Black or African American","2054-5",4933
,"Marion County, IN","18097","Native Hawaiian or Other Pacific Islander","NHOPI",30
,"Marion County, IN","18097","White","2106-3",8352
,"Marion County, IN","18097","More than one race","M",415
,"Marion County, IN","18097","Unknown or Not Stated","UNK",0
,"Marion County, IN","18097","Not Available","NA",0
,"Marion County, IN","18097","Not Reported","NR",0
,"Monroe County, IN","18105","American Indian or Alaska Native","1002-5",0
,"Monroe County, IN","18105","Asian","A",55
,"Monroe County, IN","18105","Black or African American","2054-5",73
,"Monroe County, IN","18105","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Monroe County, IN","18105","White","2106-3",843
,"Monroe County, IN","18105","More than one race","M",41
,"Monroe County, IN","18105","Unknown or Not Stated","UNK",0
,"Monroe County, IN","18105","Not Available","NA",0
,"Monroe County, IN","18105","Not Reported","NR",0
,"Porter County, IN","18127","American Indian or Alaska Native","1002-5",Suppressed
,"Porter County, IN","18127","Asian","A",28
,"Porter County, IN","18127","Black or African American","2054-5",127
,"Porter County, IN","18127","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Porter County, IN","18127","White","2106-3",1413
,"Porter County, IN","18127","More than one race","M",22
,"Porter County, IN","18127","Unknown or Not Stated","UNK",0
,"Porter County, IN","18127","Not Available","NA",0
,"Porter County, IN","18127","Not Reported","NR",0
,"St. Joseph County, IN","18141","American Indian or Alaska Native","1002-5",Suppressed
