"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Bell County, TX","48027","American Indian or Alaska Native","1002-5",39
,"Bell County, TX","48027","Asian","A",176
,"Bell County, TX","48027","Black or African American","2054-5",1567
,"Bell County, TX","48027","Native Hawaiian or Other Pacific Islander","NHOPI",105
,"Bell County, TX","48027","White","2106-3",3923
,"Bell County, TX","48027","More than one race","M",275
,"Bell County, TX","48027","Unknown or Not Stated","UNK",0
,"Bell County, TX","48027","Not Available","NA",0
,"Bell County, TX","48027","Not Reported","NR",0
,"Bexar County, TX","48029","American Indian or Alaska Native","1002-5",102
,"Bexar County, TX","48029","Asian","A",1005
,"Bexar County, TX","48029","Black or African American","2054-5",2184
,"Bexar County, TX","48029","Native Hawaiian or Other Pacific Islander","NHOPI",60
,"Bexar County, TX","48029","White","2106-3",22651
,"Bexar County, TX","48029","More than one race","M",587
,"Bexar County, TX","48029","Unknown or Not Stated","UNK",0
,"Bexar County, TX","48029","Not Available","NA",0
,"Bexar County, TX","48029","Not Reported","NR",0
,"Brazoria County, TX","48039","American Indian or Alaska Native","1002-5",17
,"Brazoria County, TX","48039","Asian","A",358
,"Brazoria County, TX","48039","Black or African American","2054-5",784
,"Brazoria County, TX","48039","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Brazoria County, TX","48039","White","2106-3",3565
,"Brazoria County, TX","48039","More than one race","M",91
,"Brazoria County, TX","48039","Unknown or Not Stated","UNK",0
,"Brazoria County, TX","48039","Not Available","NA",0
,"Brazoria County, TX","48039","Not Reported","NR",0
,"Brazos County, TX","48041","American Indian or Alaska Native","1002-5",Suppressed
,"Brazos County, TX","48041","Asian","A",123
,"Brazos County, TX","48041","Black or African American","2054-5",419
,"Brazos County, TX","48041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brazos County, TX","48041","White","2106-3",2153
,"Brazos County, TX","48041","More than one race","M",49
,"Brazos County, TX","48041","Unknown or Not Stated","UNK",0
,"Brazos County, TX","48041","Not Available","NA",0
,"Brazos County, TX","48041","Not Reported","NR",0
,"Cameron County, TX","48061","American Indian or Alaska Native","1002-5",0
,"Cameron County, TX","48061","Asian","A",43
,"Cameron County, TX","48061","Black or African American","2054-5",86
,"Cameron County, TX","48061","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cameron County, TX","48061","White","2106-3",5973
,"Cameron County, TX","48061","More than one race","M",Suppressed
,"Cameron County, TX","48061","Unknown or Not Stated","UNK",0
,"Cameron County, TX","48061","Not Available","NA",0
,"Cameron County, TX","48061","Not Reported","NR",0
,"Collin County, TX","48085","American Indian or Alaska Native","1002-5",45
,"Collin County, TX","48085","Asian","A",2748
,"Collin County, TX","48085","Black or African American","2054-5",1599
,"Collin County, TX","48085","Native Hawaiian or Other Pacific Islander","NHOPI",22
,"Collin County, TX","48085","White","2106-3",8122
,"Collin County, TX","48085","More than one race","M",270
,"Collin County, TX","48085","Unknown or Not Stated","UNK",0
,"Collin County, TX","48085","Not Available","NA",0
,"Collin County, TX","48085","Not Reported","NR",0
,"Comal County, TX","48091","American Indian or Alaska Native","1002-5",11
,"Comal County, TX","48091","Asian","A",39
,"Comal County, TX","48091","Black or African American","2054-5",50
,"Comal County, TX","48091","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Comal County, TX","48091","White","2106-3",1771
,"Comal County, TX","48091","More than one race","M",34
,"Comal County, TX","48091","Unknown or Not Stated","UNK",0
,"Comal County, TX","48091","Not Available","NA",0
,"Comal County, TX","48091","Not Reported","NR",0
,"Dallas County, TX","48113","American Indian or Alaska Native","1002-5",120
,"Dallas County, TX","48113","Asian","A",2756
,"Dallas County, TX","48113","Black or African American","2054-5",8101
,"Dallas County, TX","48113","Native Hawaiian or Other Pacific Islander","NHOPI",36
,"Dallas County, TX","48113","White","2106-3",25646
,"Dallas County, TX","48113","More than one race","M",590
,"Dallas County, TX","48113","Unknown or Not Stated","UNK",0
,"Dallas County, TX","48113","Not Available","NA",0
,"Dallas County, TX","48113","Not Reported","NR",0
,"Denton County, TX","48121","American Indian or Alaska Native","1002-5",46
,"Denton County, TX","48121","Asian","A",1441
,"Denton County, TX","48121","Black or African American","2054-5",1537
,"Denton County, TX","48121","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Denton County, TX","48121","White","2106-3",8196
,"Denton County, TX","48121","More than one race","M",267
,"Denton County, TX","48121","Unknown or Not Stated","UNK",0
,"Denton County, TX","48121","Not Available","NA",0
,"Denton County, TX","48121","Not Reported","NR",0
,"Ector County, TX","48135","American Indian or Alaska Native","1002-5",Suppressed
,"Ector County, TX","48135","Asian","A",36
,"Ector County, TX","48135","Black or African American","2054-5",136
,"Ector County, TX","48135","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ector County, TX","48135","White","2106-3",2793
,"Ector County, TX","48135","More than one race","M",36
,"Ector County, TX","48135","Unknown or Not Stated","UNK",0
,"Ector County, TX","48135","Not Available","NA",0
,"Ector County, TX","48135","Not Reported","NR",0
,"Ellis County, TX","48139","American Indian or Alaska Native","1002-5",11
,"Ellis County, TX","48139","Asian","A",45
,"Ellis County, TX","48139","Black or African American","2054-5",456
,"Ellis County, TX","48139","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ellis County, TX","48139","White","2106-3",2253
,"Ellis County, TX","48139","More than one race","M",49
,"Ellis County, TX","48139","Unknown or Not Stated","UNK",0
,"Ellis County, TX","48139","Not Available","NA",0
,"Ellis County, TX","48139","Not Reported","NR",0
,"El Paso County, TX","48141","American Indian or Alaska Native","1002-5",46
,"El Paso County, TX","48141","Asian","A",151
,"El Paso County, TX","48141","Black or African American","2054-5",503
,"El Paso County, TX","48141","Native Hawaiian or Other Pacific Islander","NHOPI",44
,"El Paso County, TX","48141","White","2106-3",10791
,"El Paso County, TX","48141","More than one race","M",67
,"El Paso County, TX","48141","Unknown or Not Stated","UNK",0
,"El Paso County, TX","48141","Not Available","NA",0
,"El Paso County, TX","48141","Not Reported","NR",0
,"Fort Bend County, TX","48157","American Indian or Alaska Native","1002-5",20
,"Fort Bend County, TX","48157","Asian","A",2108
,"Fort Bend County, TX","48157","Black or African American","2054-5",2179
,"Fort Bend County, TX","48157","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fort Bend County, TX","48157","White","2106-3",5105
,"Fort Bend County, TX","48157","More than one race","M",171
,"Fort Bend County, TX","48157","Unknown or Not Stated","UNK",0
,"Fort Bend County, TX","48157","Not Available","NA",0
,"Fort Bend County, TX","48157","Not Reported","NR",0
,"Galveston County, TX","48167","American Indian or Alaska Native","1002-5",11
,"Galveston County, TX","48167","Asian","A",139
,"Galveston County, TX","48167","Black or African American","2054-5",489
,"Galveston County, TX","48167","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Galveston County, TX","48167","White","2106-3",3194
,"Galveston County, TX","48167","More than one race","M",44
,"Galveston County, TX","48167","Unknown or Not Stated","UNK",0
,"Galveston County, TX","48167","Not Available","NA",0
,"Galveston County, TX","48167","Not Reported","NR",0
,"Grayson County, TX","48181","American Indian or Alaska Native","1002-5",17
,"Grayson County, TX","48181","Asian","A",24
,"Grayson County, TX","48181","Black or African American","2054-5",106
