"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Atlantic County, NJ","34001","Under 15 years","15",Suppressed
,"Atlantic County, NJ","34001","15-19 years","15-19",106
,"Atlantic County, NJ","34001","20-24 years","20-24",365
,"Atlantic County, NJ","34001","25-29 years","25-29",751
,"Atlantic County, NJ","34001","30-34 years","30-34",904
,"Atlantic County, NJ","34001","35-39 years","35-39",468
,"Atlantic County, NJ","34001","40-44 years","40-44",94
,"Atlantic County, NJ","34001","45-49 years","45-49",Suppressed
,"Atlantic County, NJ","34001","50 years and over","50+",Suppressed
,"Bergen County, NJ","34003","Under 15 years","15",Suppressed
,"Bergen County, NJ","34003","15-19 years","15-19",91
,"Bergen County, NJ","34003","20-24 years","20-24",566
,"Bergen County, NJ","34003","25-29 years","25-29",1646
,"Bergen County, NJ","34003","30-34 years","30-34",3585
,"Bergen County, NJ","34003","35-39 years","35-39",2759
,"Bergen County, NJ","34003","40-44 years","40-44",608
,"Bergen County, NJ","34003","45-49 years","45-49",54
,"Bergen County, NJ","34003","50 years and over","50+",Suppressed
,"Burlington County, NJ","34005","Under 15 years","15",Suppressed
,"Burlington County, NJ","34005","15-19 years","15-19",71
,"Burlington County, NJ","34005","20-24 years","20-24",528
,"Burlington County, NJ","34005","25-29 years","25-29",1128
,"Burlington County, NJ","34005","30-34 years","30-34",1815
,"Burlington County, NJ","34005","35-39 years","35-39",981
,"Burlington County, NJ","34005","40-44 years","40-44",196
,"Burlington County, NJ","34005","45-49 years","45-49",10
,"Burlington County, NJ","34005","50 years and over","50+",Suppressed
,"Camden County, NJ","34007","Under 15 years","15",Suppressed
,"Camden County, NJ","34007","15-19 years","15-19",206
,"Camden County, NJ","34007","20-24 years","20-24",825
,"Camden County, NJ","34007","25-29 years","25-29",1485
,"Camden County, NJ","34007","30-34 years","30-34",2156
,"Camden County, NJ","34007","35-39 years","35-39",1214
,"Camden County, NJ","34007","40-44 years","40-44",219
,"Camden County, NJ","34007","45-49 years","45-49",12
,"Camden County, NJ","34007","50 years and over","50+",Suppressed
,"Cumberland County, NJ","34011","Under 15 years","15",Suppressed
,"Cumberland County, NJ","34011","15-19 years","15-19",132
,"Cumberland County, NJ","34011","20-24 years","20-24",430
,"Cumberland County, NJ","34011","25-29 years","25-29",567
,"Cumberland County, NJ","34011","30-34 years","30-34",440
,"Cumberland County, NJ","34011","35-39 years","35-39",212
,"Cumberland County, NJ","34011","40-44 years","40-44",47
,"Cumberland County, NJ","34011","45-49 years","45-49",Suppressed
,"Cumberland County, NJ","34011","50 years and over","50+",Suppressed
,"Essex County, NJ","34013","Under 15 years","15",Suppressed
,"Essex County, NJ","34013","15-19 years","15-19",295
,"Essex County, NJ","34013","20-24 years","20-24",1326
,"Essex County, NJ","34013","25-29 years","25-29",2224
,"Essex County, NJ","34013","30-34 years","30-34",3262
,"Essex County, NJ","34013","35-39 years","35-39",2364
,"Essex County, NJ","34013","40-44 years","40-44",600
,"Essex County, NJ","34013","45-49 years","45-49",64
,"Essex County, NJ","34013","50 years and over","50+",Suppressed
,"Gloucester County, NJ","34015","Under 15 years","15",Suppressed
,"Gloucester County, NJ","34015","15-19 years","15-19",51
,"Gloucester County, NJ","34015","20-24 years","20-24",275
,"Gloucester County, NJ","34015","25-29 years","25-29",783
,"Gloucester County, NJ","34015","30-34 years","30-34",1192
,"Gloucester County, NJ","34015","35-39 years","35-39",614
,"Gloucester County, NJ","34015","40-44 years","40-44",124
,"Gloucester County, NJ","34015","45-49 years","45-49",Suppressed
,"Gloucester County, NJ","34015","50 years and over","50+",Suppressed
,"Hudson County, NJ","34017","Under 15 years","15",Suppressed
,"Hudson County, NJ","34017","15-19 years","15-19",178
,"Hudson County, NJ","34017","20-24 years","20-24",796
,"Hudson County, NJ","34017","25-29 years","25-29",1760
,"Hudson County, NJ","34017","30-34 years","30-34",3488
