"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Bartow County, GA","13015","American Indian or Alaska Native","1002-5",Suppressed
,"Bartow County, GA","13015","Asian","A",29
,"Bartow County, GA","13015","Black or African American","2054-5",163
,"Bartow County, GA","13015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bartow County, GA","13015","White","2106-3",1265
,"Bartow County, GA","13015","More than one race","M",39
,"Bartow County, GA","13015","Unknown or Not Stated","UNK",0
,"Bartow County, GA","13015","Not Available","NA",0
,"Bartow County, GA","13015","Not Reported","NR",0
,"Bibb County, GA","13021","American Indian or Alaska Native","1002-5",Suppressed
,"Bibb County, GA","13021","Asian","A",61
,"Bibb County, GA","13021","Black or African American","2054-5",1196
,"Bibb County, GA","13021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bibb County, GA","13021","White","2106-3",698
,"Bibb County, GA","13021","More than one race","M",52
,"Bibb County, GA","13021","Unknown or Not Stated","UNK",0
,"Bibb County, GA","13021","Not Available","NA",0
,"Bibb County, GA","13021","Not Reported","NR",0
,"Carroll County, GA","13045","American Indian or Alaska Native","1002-5",Suppressed
,"Carroll County, GA","13045","Asian","A",23
,"Carroll County, GA","13045","Black or African American","2054-5",340
,"Carroll County, GA","13045","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Carroll County, GA","13045","White","2106-3",1159
,"Carroll County, GA","13045","More than one race","M",50
,"Carroll County, GA","13045","Unknown or Not Stated","UNK",0
,"Carroll County, GA","13045","Not Available","NA",0
,"Carroll County, GA","13045","Not Reported","NR",0
,"Chatham County, GA","13051","American Indian or Alaska Native","1002-5",Suppressed
,"Chatham County, GA","13051","Asian","A",110
,"Chatham County, GA","13051","Black or African American","2054-5",1461
,"Chatham County, GA","13051","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Chatham County, GA","13051","White","2106-3",1992
,"Chatham County, GA","13051","More than one race","M",101
,"Chatham County, GA","13051","Unknown or Not Stated","UNK",0
,"Chatham County, GA","13051","Not Available","NA",0
,"Chatham County, GA","13051","Not Reported","NR",0
,"Cherokee County, GA","13057","American Indian or Alaska Native","1002-5",Suppressed
,"Cherokee County, GA","13057","Asian","A",141
,"Cherokee County, GA","13057","Black or African American","2054-5",232
,"Cherokee County, GA","13057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cherokee County, GA","13057","White","2106-3",2727
,"Cherokee County, GA","13057","More than one race","M",90
,"Cherokee County, GA","13057","Unknown or Not Stated","UNK",0
,"Cherokee County, GA","13057","Not Available","NA",0
,"Cherokee County, GA","13057","Not Reported","NR",0
,"Clarke County, GA","13059","American Indian or Alaska Native","1002-5",Suppressed
,"Clarke County, GA","13059","Asian","A",33
,"Clarke County, GA","13059","Black or African American","2054-5",419
,"Clarke County, GA","13059","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clarke County, GA","13059","White","2106-3",817
,"Clarke County, GA","13059","More than one race","M",37
,"Clarke County, GA","13059","Unknown or Not Stated","UNK",0
,"Clarke County, GA","13059","Not Available","NA",0
,"Clarke County, GA","13059","Not Reported","NR",0
,"Clayton County, GA","13063","American Indian or Alaska Native","1002-5",Suppressed
,"Clayton County, GA","13063","Asian","A",142
,"Clayton County, GA","13063","Black or African American","2054-5",2100
,"Clayton County, GA","13063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clayton County, GA","13063","White","2106-3",820
,"Clayton County, GA","13063","More than one race","M",85
,"Clayton County, GA","13063","Unknown or Not Stated","UNK",0
,"Clayton County, GA","13063","Not Available","NA",0
,"Clayton County, GA","13063","Not Reported","NR",0
,"Cobb County, GA","13067","American Indian or Alaska Native","1002-5",21
,"Cobb County, GA","13067","Asian","A",540
,"Cobb County, GA","13067","Black or African American","2054-5",2400
,"Cobb County, GA","13067","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Cobb County, GA","13067","White","2106-3",5570
,"Cobb County, GA","13067","More than one race","M",230
,"Cobb County, GA","13067","Unknown or Not Stated","UNK",0
,"Cobb County, GA","13067","Not Available","NA",0
,"Cobb County, GA","13067","Not Reported","NR",0
,"Columbia County, GA","13073","American Indian or Alaska Native","1002-5",Suppressed
,"Columbia County, GA","13073","Asian","A",99
,"Columbia County, GA","13073","Black or African American","2054-5",345
,"Columbia County, GA","13073","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Columbia County, GA","13073","White","2106-3",1122
,"Columbia County, GA","13073","More than one race","M",71
,"Columbia County, GA","13073","Unknown or Not Stated","UNK",0
,"Columbia County, GA","13073","Not Available","NA",0
,"Columbia County, GA","13073","Not Reported","NR",0
,"Coweta County, GA","13077","American Indian or Alaska Native","1002-5",Suppressed
,"Coweta County, GA","13077","Asian","A",70
,"Coweta County, GA","13077","Black or African American","2054-5",376
,"Coweta County, GA","13077","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Coweta County, GA","13077","White","2106-3",1255
,"Coweta County, GA","13077","More than one race","M",50
,"Coweta County, GA","13077","Unknown or Not Stated","UNK",0
,"Coweta County, GA","13077","Not Available","NA",0
,"Coweta County, GA","13077","Not Reported","NR",0
,"DeKalb County, GA","13089","American Indian or Alaska Native","1002-5",10
,"DeKalb County, GA","13089","Asian","A",684
,"DeKalb County, GA","13089","Black or African American","2054-5",4214
,"DeKalb County, GA","13089","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"DeKalb County, GA","13089","White","2106-3",4332
,"DeKalb County, GA","13089","More than one race","M",196
,"DeKalb County, GA","13089","Unknown or Not Stated","UNK",0
,"DeKalb County, GA","13089","Not Available","NA",0
,"DeKalb County, GA","13089","Not Reported","NR",0
,"Douglas County, GA","13097","American Indian or Alaska Native","1002-5",Suppressed
,"Douglas County, GA","13097","Asian","A",21
,"Douglas County, GA","13097","Black or African American","2054-5",909
,"Douglas County, GA","13097","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Douglas County, GA","13097","White","2106-3",659
,"Douglas County, GA","13097","More than one race","M",54
,"Douglas County, GA","13097","Unknown or Not Stated","UNK",0
,"Douglas County, GA","13097","Not Available","NA",0
,"Douglas County, GA","13097","Not Reported","NR",0
,"Fayette County, GA","13113","American Indian or Alaska Native","1002-5",Suppressed
,"Fayette County, GA","13113","Asian","A",79
,"Fayette County, GA","13113","Black or African American","2054-5",278
,"Fayette County, GA","13113","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fayette County, GA","13113","White","2106-3",532
,"Fayette County, GA","13113","More than one race","M",26
,"Fayette County, GA","13113","Unknown or Not Stated","UNK",0
,"Fayette County, GA","13113","Not Available","NA",0
,"Fayette County, GA","13113","Not Reported","NR",0
,"Forsyth County, GA","13117","American Indian or Alaska Native","1002-5",Suppressed
,"Forsyth County, GA","13117","Asian","A",687
,"Forsyth County, GA","13117","Black or African American","2054-5",110
,"Forsyth County, GA","13117","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Forsyth County, GA","13117","White","2106-3",1540
,"Forsyth County, GA","13117","More than one race","M",27
,"Forsyth County, GA","13117","Unknown or Not Stated","UNK",0
,"Forsyth County, GA","13117","Not Available","NA",0
,"Forsyth County, GA","13117","Not Reported","NR",0
,"Fulton County, GA","13121","American Indian or Alaska Native","1002-5",12
,"Fulton County, GA","13121","Asian","A",1036
,"Fulton County, GA","13121","Black or African American","2054-5",5816
,"Fulton County, GA","13121","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Fulton County, GA","13121","White","2106-3",5174
,"Fulton County, GA","13121","More than one race","M",259
,"Fulton County, GA","13121","Unknown or Not Stated","UNK",0
,"Fulton County, GA","13121","Not Available","NA",0
,"Fulton County, GA","13121","Not Reported","NR",0
,"Gwinnett County, GA","13135","American Indian or Alaska Native","1002-5",16
,"Gwinnett County, GA","13135","Asian","A",1477
,"Gwinnett County, GA","13135","Black or African American","2054-5",2919
,"Gwinnett County, GA","13135","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Gwinnett County, GA","13135","White","2106-3",6579
,"Gwinnett County, GA","13135","More than one race","M",265
,"Gwinnett County, GA","13135","Unknown or Not Stated","UNK",0
,"Gwinnett County, GA","13135","Not Available","NA",0
,"Gwinnett County, GA","13135","Not Reported","NR",0
,"Hall County, GA","13139","American Indian or Alaska Native","1002-5",Suppressed
,"Hall County, GA","13139","Asian","A",64
,"Hall County, GA","13139","Black or African American","2054-5",247
,"Hall County, GA","13139","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Hall County, GA","13139","White","2106-3",2720
,"Hall County, GA","13139","More than one race","M",52
,"Hall County, GA","13139","Unknown or Not Stated","UNK",0
,"Hall County, GA","13139","Not Available","NA",0
,"Hall County, GA","13139","Not Reported","NR",0
,"Henry County, GA","13151","American Indian or Alaska Native","1002-5",0
,"Henry County, GA","13151","Asian","A",97
,"Henry County, GA","13151","Black or African American","2054-5",1780
,"Henry County, GA","13151","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Henry County, GA","13151","White","2106-3",861
,"Henry County, GA","13151","More than one race","M",103
,"Henry County, GA","13151","Unknown or Not Stated","UNK",0
,"Henry County, GA","13151","Not Available","NA",0
,"Henry County, GA","13151","Not Reported","NR",0
,"Houston County, GA","13153","American Indian or Alaska Native","1002-5",0
,"Houston County, GA","13153","Asian","A",57
,"Houston County, GA","13153","Black or African American","2054-5",703
,"Houston County, GA","13153","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Houston County, GA","13153","White","2106-3",1144
,"Houston County, GA","13153","More than one race","M",73
,"Houston County, GA","13153","Unknown or Not Stated","UNK",0
,"Houston County, GA","13153","Not Available","NA",0
,"Houston County, GA","13153","Not Reported","NR",0
,"Lowndes County, GA","13185","American Indian or Alaska Native","1002-5",Suppressed
,"Lowndes County, GA","13185","Asian","A",31
,"Lowndes County, GA","13185","Black or African American","2054-5",638
,"Lowndes County, GA","13185","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lowndes County, GA","13185","White","2106-3",867
,"Lowndes County, GA","13185","More than one race","M",34
,"Lowndes County, GA","13185","Unknown or Not Stated","UNK",0
,"Lowndes County, GA","13185","Not Available","NA",0
,"Lowndes County, GA","13185","Not Reported","NR",0
,"Muscogee County, GA","13215","American Indian or Alaska Native","1002-5",Suppressed
,"Muscogee County, GA","13215","Asian","A",77
,"Muscogee County, GA","13215","Black or African American","2054-5",1189
,"Muscogee County, GA","13215","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Muscogee County, GA","13215","White","2106-3",1132
,"Muscogee County, GA","13215","More than one race","M",120
