"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alachua County, FL","12001","American Indian or Alaska Native","1002-5",Suppressed
,"Alachua County, FL","12001","Asian","A",191
,"Alachua County, FL","12001","Black or African American","2054-5",719
,"Alachua County, FL","12001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Alachua County, FL","12001","White","2106-3",1594
,"Alachua County, FL","12001","More than one race","M",55
,"Alachua County, FL","12001","Unknown or Not Stated","UNK",0
,"Alachua County, FL","12001","Not Available","NA",0
,"Alachua County, FL","12001","Not Reported","NR",0
,"Bay County, FL","12005","American Indian or Alaska Native","1002-5",Suppressed
,"Bay County, FL","12005","Asian","A",52
,"Bay County, FL","12005","Black or African American","2054-5",405
,"Bay County, FL","12005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bay County, FL","12005","White","2106-3",1673
,"Bay County, FL","12005","More than one race","M",89
,"Bay County, FL","12005","Unknown or Not Stated","UNK",0
,"Bay County, FL","12005","Not Available","NA",0
,"Bay County, FL","12005","Not Reported","NR",0
,"Brevard County, FL","12009","American Indian or Alaska Native","1002-5",11
,"Brevard County, FL","12009","Asian","A",159
,"Brevard County, FL","12009","Black or African American","2054-5",837
,"Brevard County, FL","12009","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Brevard County, FL","12009","White","2106-3",4290
,"Brevard County, FL","12009","More than one race","M",162
,"Brevard County, FL","12009","Unknown or Not Stated","UNK",0
,"Brevard County, FL","12009","Not Available","NA",0
,"Brevard County, FL","12009","Not Reported","NR",0
,"Broward County, FL","12011","American Indian or Alaska Native","1002-5",28
,"Broward County, FL","12011","Asian","A",781
,"Broward County, FL","12011","Black or African American","2054-5",7123
,"Broward County, FL","12011","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Broward County, FL","12011","White","2106-3",11967
,"Broward County, FL","12011","More than one race","M",215
,"Broward County, FL","12011","Unknown or Not Stated","UNK",0
,"Broward County, FL","12011","Not Available","NA",0
,"Broward County, FL","12011","Not Reported","NR",0
,"Charlotte County, FL","12015","American Indian or Alaska Native","1002-5",Suppressed
,"Charlotte County, FL","12015","Asian","A",29
,"Charlotte County, FL","12015","Black or African American","2054-5",109
,"Charlotte County, FL","12015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Charlotte County, FL","12015","White","2106-3",1042
,"Charlotte County, FL","12015","More than one race","M",21
,"Charlotte County, FL","12015","Unknown or Not Stated","UNK",0
,"Charlotte County, FL","12015","Not Available","NA",0
,"Charlotte County, FL","12015","Not Reported","NR",0
,"Citrus County, FL","12017","American Indian or Alaska Native","1002-5",Suppressed
,"Citrus County, FL","12017","Asian","A",10
,"Citrus County, FL","12017","Black or African American","2054-5",46
,"Citrus County, FL","12017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Citrus County, FL","12017","White","2106-3",971
,"Citrus County, FL","12017","More than one race","M",17
,"Citrus County, FL","12017","Unknown or Not Stated","UNK",0
,"Citrus County, FL","12017","Not Available","NA",0
,"Citrus County, FL","12017","Not Reported","NR",0
,"Clay County, FL","12019","American Indian or Alaska Native","1002-5",Suppressed
,"Clay County, FL","12019","Asian","A",68
,"Clay County, FL","12019","Black or African American","2054-5",441
,"Clay County, FL","12019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clay County, FL","12019","White","2106-3",1726
,"Clay County, FL","12019","More than one race","M",59
,"Clay County, FL","12019","Unknown or Not Stated","UNK",0
,"Clay County, FL","12019","Not Available","NA",0
,"Clay County, FL","12019","Not Reported","NR",0
,"Collier County, FL","12021","American Indian or Alaska Native","1002-5",13
,"Collier County, FL","12021","Asian","A",49
,"Collier County, FL","12021","Black or African American","2054-5",571
,"Collier County, FL","12021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Collier County, FL","12021","White","2106-3",2839
,"Collier County, FL","12021","More than one race","M",22
,"Collier County, FL","12021","Unknown or Not Stated","UNK",0
