"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",2002
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",3920
,"Bell County, TX","48027","Unknown or Not Stated","9",14
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",18048
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",8564
,"Bexar County, TX","48029","Unknown or Not Stated","9",178
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1947
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2792
,"Brazoria County, TX","48039","Unknown or Not Stated","9",21
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",983
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1664
,"Brazos County, TX","48041","Unknown or Not Stated","9",Suppressed
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",5279
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",558
,"Cameron County, TX","48061","Unknown or Not Stated","9",Suppressed
,"Collin County, TX","48085","Hispanic or Latino","2135-2",3034
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",10481
,"Collin County, TX","48085","Unknown or Not Stated","9",135
,"Comal County, TX","48091","Hispanic or Latino","2135-2",856
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",1335
,"Comal County, TX","48091","Unknown or Not Stated","9",12
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",19945
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",16512
,"Dallas County, TX","48113","Unknown or Not Stated","9",78
,"Denton County, TX","48121","Hispanic or Latino","2135-2",3349
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",8675
,"Denton County, TX","48121","Unknown or Not Stated","9",68
,"Ector County, TX","48135","Hispanic or Latino","2135-2",2410
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",702
,"Ector County, TX","48135","Unknown or Not Stated","9",Suppressed
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",1089
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1819
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9254
