"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bartow County, GA","13015","Under 15 years","15",0
,"Bartow County, GA","13015","15-19 years","15-19",75
,"Bartow County, GA","13015","20-24 years","20-24",323
,"Bartow County, GA","13015","25-29 years","25-29",539
,"Bartow County, GA","13015","30-34 years","30-34",381
,"Bartow County, GA","13015","35-39 years","35-39",152
,"Bartow County, GA","13015","40-44 years","40-44",30
,"Bartow County, GA","13015","45-49 years","45-49",Suppressed
,"Bartow County, GA","13015","50 years and over","50+",0
,"Bibb County, GA","13021","Under 15 years","15",Suppressed
,"Bibb County, GA","13021","15-19 years","15-19",150
,"Bibb County, GA","13021","20-24 years","20-24",513
,"Bibb County, GA","13021","25-29 years","25-29",559
,"Bibb County, GA","13021","30-34 years","30-34",508
,"Bibb County, GA","13021","35-39 years","35-39",229
,"Bibb County, GA","13021","40-44 years","40-44",46
,"Bibb County, GA","13021","45-49 years","45-49",Suppressed
,"Bibb County, GA","13021","50 years and over","50+",0
,"Carroll County, GA","13045","Under 15 years","15",0
,"Carroll County, GA","13045","15-19 years","15-19",89
,"Carroll County, GA","13045","20-24 years","20-24",381
,"Carroll County, GA","13045","25-29 years","25-29",568
,"Carroll County, GA","13045","30-34 years","30-34",343
,"Carroll County, GA","13045","35-39 years","35-39",161
,"Carroll County, GA","13045","40-44 years","40-44",32
,"Carroll County, GA","13045","45-49 years","45-49",Suppressed
,"Carroll County, GA","13045","50 years and over","50+",0
,"Chatham County, GA","13051","Under 15 years","15",Suppressed
,"Chatham County, GA","13051","15-19 years","15-19",177
,"Chatham County, GA","13051","20-24 years","20-24",745
,"Chatham County, GA","13051","25-29 years","25-29",1050
,"Chatham County, GA","13051","30-34 years","30-34",1048
,"Chatham County, GA","13051","35-39 years","35-39",531
,"Chatham County, GA","13051","40-44 years","40-44",125
,"Chatham County, GA","13051","45-49 years","45-49",Suppressed
,"Chatham County, GA","13051","50 years and over","50+",Suppressed
,"Cherokee County, GA","13057","Under 15 years","15",0
,"Cherokee County, GA","13057","15-19 years","15-19",81
,"Cherokee County, GA","13057","20-24 years","20-24",389
,"Cherokee County, GA","13057","25-29 years","25-29",898
,"Cherokee County, GA","13057","30-34 years","30-34",1137
,"Cherokee County, GA","13057","35-39 years","35-39",547
,"Cherokee County, GA","13057","40-44 years","40-44",132
,"Cherokee County, GA","13057","45-49 years","45-49",Suppressed
,"Cherokee County, GA","13057","50 years and over","50+",Suppressed
,"Clarke County, GA","13059","Under 15 years","15",0
,"Clarke County, GA","13059","15-19 years","15-19",64
,"Clarke County, GA","13059","20-24 years","20-24",238
,"Clarke County, GA","13059","25-29 years","25-29",375
,"Clarke County, GA","13059","30-34 years","30-34",397
,"Clarke County, GA","13059","35-39 years","35-39",192
,"Clarke County, GA","13059","40-44 years","40-44",42
,"Clarke County, GA","13059","45-49 years","45-49",Suppressed
,"Clarke County, GA","13059","50 years and over","50+",0
,"Clayton County, GA","13063","Under 15 years","15",Suppressed
,"Clayton County, GA","13063","15-19 years","15-19",187
,"Clayton County, GA","13063","20-24 years","20-24",720
,"Clayton County, GA","13063","25-29 years","25-29",883
,"Clayton County, GA","13063","30-34 years","30-34",807
,"Clayton County, GA","13063","35-39 years","35-39",446
,"Clayton County, GA","13063","40-44 years","40-44",113
,"Clayton County, GA","13063","45-49 years","45-49",Suppressed
,"Clayton County, GA","13063","50 years and over","50+",Suppressed
,"Cobb County, GA","13067","Under 15 years","15",Suppressed
,"Cobb County, GA","13067","15-19 years","15-19",271
,"Cobb County, GA","13067","20-24 years","20-24",1095
,"Cobb County, GA","13067","25-29 years","25-29",2161
,"Cobb County, GA","13067","30-34 years","30-34",3019
,"Cobb County, GA","13067","35-39 years","35-39",1750
,"Cobb County, GA","13067","40-44 years","40-44",434
,"Cobb County, GA","13067","45-49 years","45-49",31
,"Cobb County, GA","13067","50 years and over","50+",Suppressed
,"Columbia County, GA","13073","Under 15 years","15",0
,"Columbia County, GA","13073","15-19 years","15-19",34
,"Columbia County, GA","13073","20-24 years","20-24",244
,"Columbia County, GA","13073","25-29 years","25-29",447
,"Columbia County, GA","13073","30-34 years","30-34",556
,"Columbia County, GA","13073","35-39 years","35-39",281
,"Columbia County, GA","13073","40-44 years","40-44",76
,"Columbia County, GA","13073","45-49 years","45-49",Suppressed
,"Columbia County, GA","13073","50 years and over","50+",0
,"Coweta County, GA","13077","Under 15 years","15",Suppressed
,"Coweta County, GA","13077","15-19 years","15-19",51
,"Coweta County, GA","13077","20-24 years","20-24",289
,"Coweta County, GA","13077","25-29 years","25-29",542
,"Coweta County, GA","13077","30-34 years","30-34",561
,"Coweta County, GA","13077","35-39 years","35-39",258
,"Coweta County, GA","13077","40-44 years","40-44",52
,"Coweta County, GA","13077","45-49 years","45-49",Suppressed
,"Coweta County, GA","13077","50 years and over","50+",0
,"DeKalb County, GA","13089","Under 15 years","15",Suppressed
,"DeKalb County, GA","13089","15-19 years","15-19",392
,"DeKalb County, GA","13089","20-24 years","20-24",1490
,"DeKalb County, GA","13089","25-29 years","25-29",2185
,"DeKalb County, GA","13089","30-34 years","30-34",3040
,"DeKalb County, GA","13089","35-39 years","35-39",1845
,"DeKalb County, GA","13089","40-44 years","40-44",457
,"DeKalb County, GA","13089","45-49 years","45-49",31
,"DeKalb County, GA","13089","50 years and over","50+",Suppressed
,"Douglas County, GA","13097","Under 15 years","15",Suppressed
,"Douglas County, GA","13097","15-19 years","15-19",79
,"Douglas County, GA","13097","20-24 years","20-24",326
,"Douglas County, GA","13097","25-29 years","25-29",466
,"Douglas County, GA","13097","30-34 years","30-34",467
,"Douglas County, GA","13097","35-39 years","35-39",239
,"Douglas County, GA","13097","40-44 years","40-44",66
,"Douglas County, GA","13097","45-49 years","45-49",Suppressed
,"Douglas County, GA","13097","50 years and over","50+",Suppressed
,"Fayette County, GA","13113","Under 15 years","15",0
,"Fayette County, GA","13113","15-19 years","15-19",19
,"Fayette County, GA","13113","20-24 years","20-24",99
,"Fayette County, GA","13113","25-29 years","25-29",234
,"Fayette County, GA","13113","30-34 years","30-34",314
,"Fayette County, GA","13113","35-39 years","35-39",203
,"Fayette County, GA","13113","40-44 years","40-44",50
,"Fayette County, GA","13113","45-49 years","45-49",Suppressed
,"Fayette County, GA","13113","50 years and over","50+",0
,"Forsyth County, GA","13117","Under 15 years","15",0
,"Forsyth County, GA","13117","15-19 years","15-19",35
,"Forsyth County, GA","13117","20-24 years","20-24",195
,"Forsyth County, GA","13117","25-29 years","25-29",530
,"Forsyth County, GA","13117","30-34 years","30-34",973
,"Forsyth County, GA","13117","35-39 years","35-39",521
,"Forsyth County, GA","13117","40-44 years","40-44",105
,"Forsyth County, GA","13117","45-49 years","45-49",Suppressed
,"Forsyth County, GA","13117","50 years and over","50+",Suppressed
,"Fulton County, GA","13121","Under 15 years","15",Suppressed
,"Fulton County, GA","13121","15-19 years","15-19",383
,"Fulton County, GA","13121","20-24 years","20-24",1536
,"Fulton County, GA","13121","25-29 years","25-29",2605
,"Fulton County, GA","13121","30-34 years","30-34",4205
,"Fulton County, GA","13121","35-39 years","35-39",2846
,"Fulton County, GA","13121","40-44 years","40-44",670
,"Fulton County, GA","13121","45-49 years","45-49",51
,"Fulton County, GA","13121","50 years and over","50+",Suppressed
,"Gwinnett County, GA","13135","Under 15 years","15",Suppressed
,"Gwinnett County, GA","13135","15-19 years","15-19",418
,"Gwinnett County, GA","13135","20-24 years","20-24",1730
,"Gwinnett County, GA","13135","25-29 years","25-29",2903
,"Gwinnett County, GA","13135","30-34 years","30-34",3505
,"Gwinnett County, GA","13135","35-39 years","35-39",2111
,"Gwinnett County, GA","13135","40-44 years","40-44",536
,"Gwinnett County, GA","13135","45-49 years","45-49",54
,"Gwinnett County, GA","13135","50 years and over","50+",Suppressed
,"Hall County, GA","13139","Under 15 years","15",Suppressed
,"Hall County, GA","13139","15-19 years","15-19",175
,"Hall County, GA","13139","20-24 years","20-24",657
,"Hall County, GA","13139","25-29 years","25-29",973
,"Hall County, GA","13139","30-34 years","30-34",848
,"Hall County, GA","13139","35-39 years","35-39",359
,"Hall County, GA","13139","40-44 years","40-44",67
,"Hall County, GA","13139","45-49 years","45-49",Suppressed
,"Hall County, GA","13139","50 years and over","50+",0
,"Henry County, GA","13151","Under 15 years","15",Suppressed
,"Henry County, GA","13151","15-19 years","15-19",115
,"Henry County, GA","13151","20-24 years","20-24",543
,"Henry County, GA","13151","25-29 years","25-29",798
,"Henry County, GA","13151","30-34 years","30-34",832
,"Henry County, GA","13151","35-39 years","35-39",414
,"Henry County, GA","13151","40-44 years","40-44",128
,"Henry County, GA","13151","45-49 years","45-49",11
,"Henry County, GA","13151","50 years and over","50+",Suppressed
,"Houston County, GA","13153","Under 15 years","15",0
,"Houston County, GA","13153","15-19 years","15-19",91
,"Houston County, GA","13153","20-24 years","20-24",426
,"Houston County, GA","13153","25-29 years","25-29",624
,"Houston County, GA","13153","30-34 years","30-34",530
,"Houston County, GA","13153","35-39 years","35-39",250
,"Houston County, GA","13153","40-44 years","40-44",56
,"Houston County, GA","13153","45-49 years","45-49",Suppressed
,"Houston County, GA","13153","50 years and over","50+",0
,"Lowndes County, GA","13185","Under 15 years","15",Suppressed
,"Lowndes County, GA","13185","15-19 years","15-19",105
,"Lowndes County, GA","13185","20-24 years","20-24",417
,"Lowndes County, GA","13185","25-29 years","25-29",486
,"Lowndes County, GA","13185","30-34 years","30-34",376
,"Lowndes County, GA","13185","35-39 years","35-39",160
,"Lowndes County, GA","13185","40-44 years","40-44",31
,"Lowndes County, GA","13185","45-49 years","45-49",0
,"Lowndes County, GA","13185","50 years and over","50+",0
,"Muscogee County, GA","13215","Under 15 years","15",Suppressed
,"Muscogee County, GA","13215","15-19 years","15-19",162
,"Muscogee County, GA","13215","20-24 years","20-24",567
,"Muscogee County, GA","13215","25-29 years","25-29",820
,"Muscogee County, GA","13215","30-34 years","30-34",630
,"Muscogee County, GA","13215","35-39 years","35-39",289
,"Muscogee County, GA","13215","40-44 years","40-44",68
,"Muscogee County, GA","13215","45-49 years","45-49",Suppressed
,"Muscogee County, GA","13215","50 years and over","50+",0
,"Paulding County, GA","13223","Under 15 years","15",Suppressed
,"Paulding County, GA","13223","15-19 years","15-19",45
,"Paulding County, GA","13223","20-24 years","20-24",260
,"Paulding County, GA","13223","25-29 years","25-29",565
,"Paulding County, GA","13223","30-34 years","30-34",588
,"Paulding County, GA","13223","35-39 years","35-39",293
,"Paulding County, GA","13223","40-44 years","40-44",96
,"Paulding County, GA","13223","45-49 years","45-49",Suppressed
,"Paulding County, GA","13223","50 years and over","50+",0
,"Richmond County, GA","13245","Under 15 years","15",Suppressed
,"Richmond County, GA","13245","15-19 years","15-19",183
,"Richmond County, GA","13245","20-24 years","20-24",674
,"Richmond County, GA","13245","25-29 years","25-29",804
,"Richmond County, GA","13245","30-34 years","30-34",645
,"Richmond County, GA","13245","35-39 years","35-39",349
,"Richmond County, GA","13245","40-44 years","40-44",71
,"Richmond County, GA","13245","45-49 years","45-49",Suppressed
,"Richmond County, GA","13245","50 years and over","50+",0
,"Whitfield County, GA","13313","Under 15 years","15",Suppressed
,"Whitfield County, GA","13313","15-19 years","15-19",74
,"Whitfield County, GA","13313","20-24 years","20-24",319
,"Whitfield County, GA","13313","25-29 years","25-29",420
,"Whitfield County, GA","13313","30-34 years","30-34",306
,"Whitfield County, GA","13313","35-39 years","35-39",136
,"Whitfield County, GA","13313","40-44 years","40-44",27
,"Whitfield County, GA","13313","45-49 years","45-49",0
