"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Aiken County, SC","45003","Under 15 years","15",Suppressed
,"Aiken County, SC","45003","15-19 years","15-19",102
,"Aiken County, SC","45003","20-24 years","20-24",389
,"Aiken County, SC","45003","25-29 years","25-29",601
,"Aiken County, SC","45003","30-34 years","30-34",528
,"Aiken County, SC","45003","35-39 years","35-39",255
,"Aiken County, SC","45003","40-44 years","40-44",60
,"Aiken County, SC","45003","45-49 years","45-49",Suppressed
,"Aiken County, SC","45003","50 years and over","50+",0
,"Anderson County, SC","45007","Under 15 years","15",Suppressed
,"Anderson County, SC","45007","15-19 years","15-19",131
,"Anderson County, SC","45007","20-24 years","20-24",488
,"Anderson County, SC","45007","25-29 years","25-29",770
,"Anderson County, SC","45007","30-34 years","30-34",636
,"Anderson County, SC","45007","35-39 years","35-39",248
,"Anderson County, SC","45007","40-44 years","40-44",56
,"Anderson County, SC","45007","45-49 years","45-49",Suppressed
,"Anderson County, SC","45007","50 years and over","50+",0
,"Beaufort County, SC","45013","Under 15 years","15",Suppressed
,"Beaufort County, SC","45013","15-19 years","15-19",93
,"Beaufort County, SC","45013","20-24 years","20-24",377
,"Beaufort County, SC","45013","25-29 years","25-29",557
,"Beaufort County, SC","45013","30-34 years","30-34",529
,"Beaufort County, SC","45013","35-39 years","35-39",269
,"Beaufort County, SC","45013","40-44 years","40-44",61
,"Beaufort County, SC","45013","45-49 years","45-49",Suppressed
,"Beaufort County, SC","45013","50 years and over","50+",0
,"Berkeley County, SC","45015","Under 15 years","15",Suppressed
,"Berkeley County, SC","45015","15-19 years","15-19",122
,"Berkeley County, SC","45015","20-24 years","20-24",622
,"Berkeley County, SC","45015","25-29 years","25-29",1045
,"Berkeley County, SC","45015","30-34 years","30-34",938
,"Berkeley County, SC","45015","35-39 years","35-39",462
,"Berkeley County, SC","45015","40-44 years","40-44",101
,"Berkeley County, SC","45015","45-49 years","45-49",Suppressed
,"Berkeley County, SC","45015","50 years and over","50+",0
,"Charleston County, SC","45019","Under 15 years","15",Suppressed
,"Charleston County, SC","45019","15-19 years","15-19",198
,"Charleston County, SC","45019","20-24 years","20-24",617
,"Charleston County, SC","45019","25-29 years","25-29",1103
,"Charleston County, SC","45019","30-34 years","30-34",1806
,"Charleston County, SC","45019","35-39 years","35-39",1132
,"Charleston County, SC","45019","40-44 years","40-44",211
,"Charleston County, SC","45019","45-49 years","45-49",20
,"Charleston County, SC","45019","50 years and over","50+",Suppressed
,"Dorchester County, SC","45035","Under 15 years","15",Suppressed
,"Dorchester County, SC","45035","15-19 years","15-19",86
,"Dorchester County, SC","45035","20-24 years","20-24",359
,"Dorchester County, SC","45035","25-29 years","25-29",632
,"Dorchester County, SC","45035","30-34 years","30-34",640
,"Dorchester County, SC","45035","35-39 years","35-39",294
,"Dorchester County, SC","45035","40-44 years","40-44",68
,"Dorchester County, SC","45035","45-49 years","45-49",Suppressed
,"Dorchester County, SC","45035","50 years and over","50+",0
,"Florence County, SC","45041","Under 15 years","15",0
,"Florence County, SC","45041","15-19 years","15-19",102
,"Florence County, SC","45041","20-24 years","20-24",365
,"Florence County, SC","45041","25-29 years","25-29",410
,"Florence County, SC","45041","30-34 years","30-34",395
,"Florence County, SC","45041","35-39 years","35-39",211
,"Florence County, SC","45041","40-44 years","40-44",41
,"Florence County, SC","45041","45-49 years","45-49",0
,"Florence County, SC","45041","50 years and over","50+",0
,"Greenville County, SC","45045","Under 15 years","15",Suppressed
,"Greenville County, SC","45045","15-19 years","15-19",286
,"Greenville County, SC","45045","20-24 years","20-24",1038
,"Greenville County, SC","45045","25-29 years","25-29",1811
,"Greenville County, SC","45045","30-34 years","30-34",2198
