"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alameda County, CA","06001","American Indian or Alaska Native","1002-5",38
,"Alameda County, CA","06001","Asian","A",5824
,"Alameda County, CA","06001","Black or African American","2054-5",1304
,"Alameda County, CA","06001","Native Hawaiian or Other Pacific Islander","NHOPI",132
,"Alameda County, CA","06001","White","2106-3",8038
,"Alameda County, CA","06001","More than one race","M",687
,"Alameda County, CA","06001","Unknown or Not Stated","UNK",0
,"Alameda County, CA","06001","Not Available","NA",0
,"Alameda County, CA","06001","Not Reported","NR",0
,"Butte County, CA","06007","American Indian or Alaska Native","1002-5",32
,"Butte County, CA","06007","Asian","A",153
,"Butte County, CA","06007","Black or African American","2054-5",39
,"Butte County, CA","06007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butte County, CA","06007","White","2106-3",1622
,"Butte County, CA","06007","More than one race","M",136
,"Butte County, CA","06007","Unknown or Not Stated","UNK",0
,"Butte County, CA","06007","Not Available","NA",0
,"Butte County, CA","06007","Not Reported","NR",0
,"Contra Costa County, CA","06013","American Indian or Alaska Native","1002-5",33
,"Contra Costa County, CA","06013","Asian","A",2146
,"Contra Costa County, CA","06013","Black or African American","2054-5",927
,"Contra Costa County, CA","06013","Native Hawaiian or Other Pacific Islander","NHOPI",81
,"Contra Costa County, CA","06013","White","2106-3",7108
,"Contra Costa County, CA","06013","More than one race","M",593
,"Contra Costa County, CA","06013","Unknown or Not Stated","UNK",0
,"Contra Costa County, CA","06013","Not Available","NA",0
,"Contra Costa County, CA","06013","Not Reported","NR",0
,"El Dorado County, CA","06017","American Indian or Alaska Native","1002-5",Suppressed
,"El Dorado County, CA","06017","Asian","A",85
,"El Dorado County, CA","06017","Black or African American","2054-5",23
,"El Dorado County, CA","06017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"El Dorado County, CA","06017","White","2106-3",1335
,"El Dorado County, CA","06017","More than one race","M",72
,"El Dorado County, CA","06017","Unknown or Not Stated","UNK",0
,"El Dorado County, CA","06017","Not Available","NA",0
,"El Dorado County, CA","06017","Not Reported","NR",0
,"Fresno County, CA","06019","American Indian or Alaska Native","1002-5",124
,"Fresno County, CA","06019","Asian","A",1940
,"Fresno County, CA","06019","Black or African American","2054-5",614
,"Fresno County, CA","06019","Native Hawaiian or Other Pacific Islander","NHOPI",25
,"Fresno County, CA","06019","White","2106-3",10172
,"Fresno County, CA","06019","More than one race","M",362
,"Fresno County, CA","06019","Unknown or Not Stated","UNK",0
,"Fresno County, CA","06019","Not Available","NA",0
,"Fresno County, CA","06019","Not Reported","NR",0
,"Humboldt County, CA","06023","American Indian or Alaska Native","1002-5",86
,"Humboldt County, CA","06023","Asian","A",60
,"Humboldt County, CA","06023","Black or African American","2054-5",Suppressed
,"Humboldt County, CA","06023","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Humboldt County, CA","06023","White","2106-3",842
,"Humboldt County, CA","06023","More than one race","M",58
,"Humboldt County, CA","06023","Unknown or Not Stated","UNK",0
,"Humboldt County, CA","06023","Not Available","NA",0
,"Humboldt County, CA","06023","Not Reported","NR",0
,"Imperial County, CA","06025","American Indian or Alaska Native","1002-5",19
