"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alachua County, FL","12001","Under 15 years","15",Suppressed
,"Alachua County, FL","12001","15-19 years","15-19",93
,"Alachua County, FL","12001","20-24 years","20-24",433
,"Alachua County, FL","12001","25-29 years","25-29",640
,"Alachua County, FL","12001","30-34 years","30-34",788
,"Alachua County, FL","12001","35-39 years","35-39",490
,"Alachua County, FL","12001","40-44 years","40-44",106
,"Alachua County, FL","12001","45-49 years","45-49",Suppressed
,"Alachua County, FL","12001","50 years and over","50+",Suppressed
,"Bay County, FL","12005","Under 15 years","15",0
,"Bay County, FL","12005","15-19 years","15-19",117
,"Bay County, FL","12005","20-24 years","20-24",504
,"Bay County, FL","12005","25-29 years","25-29",677
,"Bay County, FL","12005","30-34 years","30-34",575
,"Bay County, FL","12005","35-39 years","35-39",288
,"Bay County, FL","12005","40-44 years","40-44",68
,"Bay County, FL","12005","45-49 years","45-49",Suppressed
,"Bay County, FL","12005","50 years and over","50+",0
,"Brevard County, FL","12009","Under 15 years","15",0
,"Brevard County, FL","12009","15-19 years","15-19",178
,"Brevard County, FL","12009","20-24 years","20-24",856
,"Brevard County, FL","12009","25-29 years","25-29",1584
,"Brevard County, FL","12009","30-34 years","30-34",1708
,"Brevard County, FL","12009","35-39 years","35-39",914
,"Brevard County, FL","12009","40-44 years","40-44",212
,"Brevard County, FL","12009","45-49 years","45-49",18
,"Brevard County, FL","12009","50 years and over","50+",Suppressed
,"Broward County, FL","12011","Under 15 years","15",Suppressed
,"Broward County, FL","12011","15-19 years","15-19",394
,"Broward County, FL","12011","20-24 years","20-24",2209
,"Broward County, FL","12011","25-29 years","25-29",4713
,"Broward County, FL","12011","30-34 years","30-34",6716
,"Broward County, FL","12011","35-39 years","35-39",4684
,"Broward County, FL","12011","40-44 years","40-44",1305
,"Broward County, FL","12011","45-49 years","45-49",87
,"Broward County, FL","12011","50 years and over","50+",11
,"Charlotte County, FL","12015","Under 15 years","15",0
,"Charlotte County, FL","12015","15-19 years","15-19",38
,"Charlotte County, FL","12015","20-24 years","20-24",208
,"Charlotte County, FL","12015","25-29 years","25-29",367
,"Charlotte County, FL","12015","30-34 years","30-34",383
,"Charlotte County, FL","12015","35-39 years","35-39",171
,"Charlotte County, FL","12015","40-44 years","40-44",34
,"Charlotte County, FL","12015","45-49 years","45-49",Suppressed
,"Charlotte County, FL","12015","50 years and over","50+",0
,"Citrus County, FL","12017","Under 15 years","15",Suppressed
,"Citrus County, FL","12017","15-19 years","15-19",56
,"Citrus County, FL","12017","20-24 years","20-24",249
,"Citrus County, FL","12017","25-29 years","25-29",311
,"Citrus County, FL","12017","30-34 years","30-34",261
,"Citrus County, FL","12017","35-39 years","35-39",119
,"Citrus County, FL","12017","40-44 years","40-44",47
,"Citrus County, FL","12017","45-49 years","45-49",Suppressed
,"Citrus County, FL","12017","50 years and over","50+",Suppressed
,"Clay County, FL","12019","Under 15 years","15",Suppressed
,"Clay County, FL","12019","15-19 years","15-19",100
,"Clay County, FL","12019","20-24 years","20-24",405
,"Clay County, FL","12019","25-29 years","25-29",706
,"Clay County, FL","12019","30-34 years","30-34",639
,"Clay County, FL","12019","35-39 years","35-39",361
,"Clay County, FL","12019","40-44 years","40-44",87
,"Clay County, FL","12019","45-49 years","45-49",Suppressed
,"Clay County, FL","12019","50 years and over","50+",0
,"Collier County, FL","12021","Under 15 years","15",Suppressed
,"Collier County, FL","12021","15-19 years","15-19",153
,"Collier County, FL","12021","20-24 years","20-24",545
,"Collier County, FL","12021","25-29 years","25-29",909
,"Collier County, FL","12021","30-34 years","30-34",1048
,"Collier County, FL","12021","35-39 years","35-39",656
,"Collier County, FL","12021","40-44 years","40-44",160
,"Collier County, FL","12021","45-49 years","45-49",21
,"Collier County, FL","12021","50 years and over","50+",Suppressed
,"Duval County, FL","12031","Under 15 years","15",18
,"Duval County, FL","12031","15-19 years","15-19",581
,"Duval County, FL","12031","20-24 years","20-24",2372
,"Duval County, FL","12031","25-29 years","25-29",3578
,"Duval County, FL","12031","30-34 years","30-34",3828
,"Duval County, FL","12031","35-39 years","35-39",2024
,"Duval County, FL","12031","40-44 years","40-44",459
,"Duval County, FL","12031","45-49 years","45-49",32
,"Duval County, FL","12031","50 years and over","50+",Suppressed
,"Escambia County, FL","12033","Under 15 years","15",Suppressed
,"Escambia County, FL","12033","15-19 years","15-19",163
,"Escambia County, FL","12033","20-24 years","20-24",789
,"Escambia County, FL","12033","25-29 years","25-29",1179
,"Escambia County, FL","12033","30-34 years","30-34",983
,"Escambia County, FL","12033","35-39 years","35-39",480
,"Escambia County, FL","12033","40-44 years","40-44",103
,"Escambia County, FL","12033","45-49 years","45-49",Suppressed
,"Escambia County, FL","12033","50 years and over","50+",Suppressed
,"Hernando County, FL","12053","Under 15 years","15",Suppressed
,"Hernando County, FL","12053","15-19 years","15-19",89
,"Hernando County, FL","12053","20-24 years","20-24",334
,"Hernando County, FL","12053","25-29 years","25-29",603
,"Hernando County, FL","12053","30-34 years","30-34",539
,"Hernando County, FL","12053","35-39 years","35-39",248
,"Hernando County, FL","12053","40-44 years","40-44",52
,"Hernando County, FL","12053","45-49 years","45-49",Suppressed
,"Hernando County, FL","12053","50 years and over","50+",0
,"Hillsborough County, FL","12057","Under 15 years","15",Suppressed
,"Hillsborough County, FL","12057","15-19 years","15-19",676
,"Hillsborough County, FL","12057","20-24 years","20-24",2647
,"Hillsborough County, FL","12057","25-29 years","25-29",4507
,"Hillsborough County, FL","12057","30-34 years","30-34",5514
,"Hillsborough County, FL","12057","35-39 years","35-39",3003
,"Hillsborough County, FL","12057","40-44 years","40-44",737
,"Hillsborough County, FL","12057","45-49 years","45-49",33
,"Hillsborough County, FL","12057","50 years and over","50+",Suppressed
,"Indian River County, FL","12061","Under 15 years","15",Suppressed
,"Indian River County, FL","12061","15-19 years","15-19",58
,"Indian River County, FL","12061","20-24 years","20-24",197
,"Indian River County, FL","12061","25-29 years","25-29",360
,"Indian River County, FL","12061","30-34 years","30-34",369
,"Indian River County, FL","12061","35-39 years","35-39",199
,"Indian River County, FL","12061","40-44 years","40-44",48
,"Indian River County, FL","12061","45-49 years","45-49",0
,"Indian River County, FL","12061","50 years and over","50+",Suppressed
,"Lake County, FL","12069","Under 15 years","15",0
,"Lake County, FL","12069","15-19 years","15-19",144
,"Lake County, FL","12069","20-24 years","20-24",639
,"Lake County, FL","12069","25-29 years","25-29",1167
,"Lake County, FL","12069","30-34 years","30-34",1191
,"Lake County, FL","12069","35-39 years","35-39",590
,"Lake County, FL","12069","40-44 years","40-44",142
,"Lake County, FL","12069","45-49 years","45-49",Suppressed
,"Lake County, FL","12069","50 years and over","50+",Suppressed
,"Lee County, FL","12071","Under 15 years","15",Suppressed
,"Lee County, FL","12071","15-19 years","15-19",355
,"Lee County, FL","12071","20-24 years","20-24",1449
,"Lee County, FL","12071","25-29 years","25-29",2414
,"Lee County, FL","12071","30-34 years","30-34",2329
,"Lee County, FL","12071","35-39 years","35-39",1296
,"Lee County, FL","12071","40-44 years","40-44",269
,"Lee County, FL","12071","45-49 years","45-49",25
,"Lee County, FL","12071","50 years and over","50+",Suppressed
,"Leon County, FL","12073","Under 15 years","15",Suppressed
,"Leon County, FL","12073","15-19 years","15-19",122
,"Leon County, FL","12073","20-24 years","20-24",508
,"Leon County, FL","12073","25-29 years","25-29",757
,"Leon County, FL","12073","30-34 years","30-34",788
,"Leon County, FL","12073","35-39 years","35-39",444
,"Leon County, FL","12073","40-44 years","40-44",115
,"Leon County, FL","12073","45-49 years","45-49",Suppressed
,"Leon County, FL","12073","50 years and over","50+",Suppressed
,"Manatee County, FL","12081","Under 15 years","15",Suppressed
,"Manatee County, FL","12081","15-19 years","15-19",199
,"Manatee County, FL","12081","20-24 years","20-24",719
,"Manatee County, FL","12081","25-29 years","25-29",1210
,"Manatee County, FL","12081","30-34 years","30-34",1245
,"Manatee County, FL","12081","35-39 years","35-39",678
,"Manatee County, FL","12081","40-44 years","40-44",186
,"Manatee County, FL","12081","45-49 years","45-49",18
,"Manatee County, FL","12081","50 years and over","50+",Suppressed
,"Marion County, FL","12083","Under 15 years","15",Suppressed
,"Marion County, FL","12083","15-19 years","15-19",204
,"Marion County, FL","12083","20-24 years","20-24",884
,"Marion County, FL","12083","25-29 years","25-29",1134
,"Marion County, FL","12083","30-34 years","30-34",1090
,"Marion County, FL","12083","35-39 years","35-39",524
,"Marion County, FL","12083","40-44 years","40-44",99
,"Marion County, FL","12083","45-49 years","45-49",10
,"Marion County, FL","12083","50 years and over","50+",0
,"Martin County, FL","12085","Under 15 years","15",0
,"Martin County, FL","12085","15-19 years","15-19",61
,"Martin County, FL","12085","20-24 years","20-24",199
,"Martin County, FL","12085","25-29 years","25-29",352
,"Martin County, FL","12085","30-34 years","30-34",416
,"Martin County, FL","12085","35-39 years","35-39",265
,"Martin County, FL","12085","40-44 years","40-44",67
,"Martin County, FL","12085","45-49 years","45-49",Suppressed
,"Martin County, FL","12085","50 years and over","50+",0
,"Miami-Dade County, FL","12086","Under 15 years","15",Suppressed
,"Miami-Dade County, FL","12086","15-19 years","15-19",623
,"Miami-Dade County, FL","12086","20-24 years","20-24",3512
,"Miami-Dade County, FL","12086","25-29 years","25-29",6968
,"Miami-Dade County, FL","12086","30-34 years","30-34",9098
,"Miami-Dade County, FL","12086","35-39 years","35-39",6209
,"Miami-Dade County, FL","12086","40-44 years","40-44",1581
,"Miami-Dade County, FL","12086","45-49 years","45-49",144
,"Miami-Dade County, FL","12086","50 years and over","50+",11
,"Okaloosa County, FL","12091","Under 15 years","15",Suppressed
,"Okaloosa County, FL","12091","15-19 years","15-19",91
,"Okaloosa County, FL","12091","20-24 years","20-24",535
,"Okaloosa County, FL","12091","25-29 years","25-29",840
