"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Ascension Parish, LA","22005","Under 15 years","15",Suppressed
,"Ascension Parish, LA","22005","15-19 years","15-19",49
,"Ascension Parish, LA","22005","20-24 years","20-24",270
,"Ascension Parish, LA","22005","25-29 years","25-29",468
,"Ascension Parish, LA","22005","30-34 years","30-34",492
,"Ascension Parish, LA","22005","35-39 years","35-39",223
,"Ascension Parish, LA","22005","40-44 years","40-44",46
,"Ascension Parish, LA","22005","45-49 years","45-49",0
,"Ascension Parish, LA","22005","50 years and over","50+",0
,"Bossier Parish, LA","22015","Under 15 years","15",0
,"Bossier Parish, LA","22015","15-19 years","15-19",69
,"Bossier Parish, LA","22015","20-24 years","20-24",347
,"Bossier Parish, LA","22015","25-29 years","25-29",454
,"Bossier Parish, LA","22015","30-34 years","30-34",398
,"Bossier Parish, LA","22015","35-39 years","35-39",203
,"Bossier Parish, LA","22015","40-44 years","40-44",36
,"Bossier Parish, LA","22015","45-49 years","45-49",0
,"Bossier Parish, LA","22015","50 years and over","50+",0
,"Caddo Parish, LA","22017","Under 15 years","15",Suppressed
,"Caddo Parish, LA","22017","15-19 years","15-19",217
,"Caddo Parish, LA","22017","20-24 years","20-24",667
,"Caddo Parish, LA","22017","25-29 years","25-29",723
,"Caddo Parish, LA","22017","30-34 years","30-34",609
,"Caddo Parish, LA","22017","35-39 years","35-39",301
,"Caddo Parish, LA","22017","40-44 years","40-44",48
,"Caddo Parish, LA","22017","45-49 years","45-49",Suppressed
,"Caddo Parish, LA","22017","50 years and over","50+",0
,"Calcasieu Parish, LA","22019","Under 15 years","15",Suppressed
,"Calcasieu Parish, LA","22019","15-19 years","15-19",156
,"Calcasieu Parish, LA","22019","20-24 years","20-24",657
,"Calcasieu Parish, LA","22019","25-29 years","25-29",770
,"Calcasieu Parish, LA","22019","30-34 years","30-34",597
,"Calcasieu Parish, LA","22019","35-39 years","35-39",274
,"Calcasieu Parish, LA","22019","40-44 years","40-44",65
,"Calcasieu Parish, LA","22019","45-49 years","45-49",Suppressed
,"Calcasieu Parish, LA","22019","50 years and over","50+",0
,"East Baton Rouge Parish, LA","22033","Under 15 years","15",Suppressed
,"East Baton Rouge Parish, LA","22033","15-19 years","15-19",321
,"East Baton Rouge Parish, LA","22033","20-24 years","20-24",1121
,"East Baton Rouge Parish, LA","22033","25-29 years","25-29",1466
,"East Baton Rouge Parish, LA","22033","30-34 years","30-34",1374
,"East Baton Rouge Parish, LA","22033","35-39 years","35-39",669
,"East Baton Rouge Parish, LA","22033","40-44 years","40-44",161
,"East Baton Rouge Parish, LA","22033","45-49 years","45-49",10
,"East Baton Rouge Parish, LA","22033","50 years and over","50+",Suppressed
,"Jefferson Parish, LA","22051","Under 15 years","15",Suppressed
,"Jefferson Parish, LA","22051","15-19 years","15-19",235
,"Jefferson Parish, LA","22051","20-24 years","20-24",921
