"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Albany County, NY","36001","Under 15 years","15",0
,"Albany County, NY","36001","15-19 years","15-19",51
,"Albany County, NY","36001","20-24 years","20-24",337
,"Albany County, NY","36001","25-29 years","25-29",686
,"Albany County, NY","36001","30-34 years","30-34",977
,"Albany County, NY","36001","35-39 years","35-39",580
,"Albany County, NY","36001","40-44 years","40-44",132
,"Albany County, NY","36001","45-49 years","45-49",Suppressed
,"Albany County, NY","36001","50 years and over","50+",Suppressed
,"Bronx County, NY","36005","Under 15 years","15",Suppressed
,"Bronx County, NY","36005","15-19 years","15-19",547
,"Bronx County, NY","36005","20-24 years","20-24",2829
,"Bronx County, NY","36005","25-29 years","25-29",4398
,"Bronx County, NY","36005","30-34 years","30-34",4560
,"Bronx County, NY","36005","35-39 years","35-39",2993
,"Bronx County, NY","36005","40-44 years","40-44",891
,"Bronx County, NY","36005","45-49 years","45-49",97
,"Bronx County, NY","36005","50 years and over","50+",Suppressed
,"Broome County, NY","36007","Under 15 years","15",Suppressed
,"Broome County, NY","36007","15-19 years","15-19",68
,"Broome County, NY","36007","20-24 years","20-24",288
,"Broome County, NY","36007","25-29 years","25-29",478
,"Broome County, NY","36007","30-34 years","30-34",533
,"Broome County, NY","36007","35-39 years","35-39",285
,"Broome County, NY","36007","40-44 years","40-44",53
,"Broome County, NY","36007","45-49 years","45-49",Suppressed
,"Broome County, NY","36007","50 years and over","50+",0
,"Chautauqua County, NY","36013","Under 15 years","15",Suppressed
,"Chautauqua County, NY","36013","15-19 years","15-19",84
,"Chautauqua County, NY","36013","20-24 years","20-24",313
,"Chautauqua County, NY","36013","25-29 years","25-29",325
,"Chautauqua County, NY","36013","30-34 years","30-34",269
,"Chautauqua County, NY","36013","35-39 years","35-39",134
,"Chautauqua County, NY","36013","40-44 years","40-44",22
,"Chautauqua County, NY","36013","45-49 years","45-49",Suppressed
,"Chautauqua County, NY","36013","50 years and over","50+",0
,"Dutchess County, NY","36027","Under 15 years","15",0
,"Dutchess County, NY","36027","15-19 years","15-19",61
,"Dutchess County, NY","36027","20-24 years","20-24",250
,"Dutchess County, NY","36027","25-29 years","25-29",577
,"Dutchess County, NY","36027","30-34 years","30-34",930
,"Dutchess County, NY","36027","35-39 years","35-39",641
,"Dutchess County, NY","36027","40-44 years","40-44",169
,"Dutchess County, NY","36027","45-49 years","45-49",14
,"Dutchess County, NY","36027","50 years and over","50+",0
,"Erie County, NY","36029","Under 15 years","15",Suppressed
,"Erie County, NY","36029","15-19 years","15-19",229
,"Erie County, NY","36029","20-24 years","20-24",1056
,"Erie County, NY","36029","25-29 years","25-29",2236
,"Erie County, NY","36029","30-34 years","30-34",3223
,"Erie County, NY","36029","35-39 years","35-39",1681
,"Erie County, NY","36029","40-44 years","40-44",315
,"Erie County, NY","36029","45-49 years","45-49",20
,"Erie County, NY","36029","50 years and over","50+",Suppressed
,"Jefferson County, NY","36045","Under 15 years","15",0
,"Jefferson County, NY","36045","15-19 years","15-19",61
,"Jefferson County, NY","36045","20-24 years","20-24",426
,"Jefferson County, NY","36045","25-29 years","25-29",506
,"Jefferson County, NY","36045","30-34 years","30-34",377
,"Jefferson County, NY","36045","35-39 years","35-39",148
,"Jefferson County, NY","36045","40-44 years","40-44",21
,"Jefferson County, NY","36045","45-49 years","45-49",Suppressed
,"Jefferson County, NY","36045","50 years and over","50+",0
,"Kings County, NY","36047","Under 15 years","15",Suppressed
,"Kings County, NY","36047","15-19 years","15-19",600
,"Kings County, NY","36047","20-24 years","20-24",5658
,"Kings County, NY","36047","25-29 years","25-29",7561
,"Kings County, NY","36047","30-34 years","30-34",9261
,"Kings County, NY","36047","35-39 years","35-39",7634
,"Kings County, NY","36047","40-44 years","40-44",2250
,"Kings County, NY","36047","45-49 years","45-49",181
,"Kings County, NY","36047","50 years and over","50+",28
,"Monroe County, NY","36055","Under 15 years","15",Suppressed
,"Monroe County, NY","36055","15-19 years","15-19",201
,"Monroe County, NY","36055","20-24 years","20-24",898
,"Monroe County, NY","36055","25-29 years","25-29",1665
,"Monroe County, NY","36055","30-34 years","30-34",2550
,"Monroe County, NY","36055","35-39 years","35-39",1378
,"Monroe County, NY","36055","40-44 years","40-44",256
,"Monroe County, NY","36055","45-49 years","45-49",18
,"Monroe County, NY","36055","50 years and over","50+",Suppressed
,"Nassau County, NY","36059","Under 15 years","15",Suppressed
,"Nassau County, NY","36059","15-19 years","15-19",174
,"Nassau County, NY","36059","20-24 years","20-24",939
,"Nassau County, NY","36059","25-29 years","25-29",2466
,"Nassau County, NY","36059","30-34 years","30-34",5302
,"Nassau County, NY","36059","35-39 years","35-39",3674
,"Nassau County, NY","36059","40-44 years","40-44",867
,"Nassau County, NY","36059","45-49 years","45-49",93
,"Nassau County, NY","36059","50 years and over","50+",Suppressed
,"New York County, NY","36061","Under 15 years","15",Suppressed
,"New York County, NY","36061","15-19 years","15-19",226
,"New York County, NY","36061","20-24 years","20-24",1196
,"New York County, NY","36061","25-29 years","25-29",2121
,"New York County, NY","36061","30-34 years","30-34",5304
,"New York County, NY","36061","35-39 years","35-39",4261
,"New York County, NY","36061","40-44 years","40-44",1220
,"New York County, NY","36061","45-49 years","45-49",149
,"New York County, NY","36061","50 years and over","50+",26
,"Niagara County, NY","36063","Under 15 years","15",Suppressed
,"Niagara County, NY","36063","15-19 years","15-19",80
,"Niagara County, NY","36063","20-24 years","20-24",243
,"Niagara County, NY","36063","25-29 years","25-29",521
,"Niagara County, NY","36063","30-34 years","30-34",632
,"Niagara County, NY","36063","35-39 years","35-39",273
,"Niagara County, NY","36063","40-44 years","40-44",65
,"Niagara County, NY","36063","45-49 years","45-49",Suppressed
,"Niagara County, NY","36063","50 years and over","50+",0
,"Oneida County, NY","36065","Under 15 years","15",0
,"Oneida County, NY","36065","15-19 years","15-19",69
,"Oneida County, NY","36065","20-24 years","20-24",397
,"Oneida County, NY","36065","25-29 years","25-29",640
,"Oneida County, NY","36065","30-34 years","30-34",653
,"Oneida County, NY","36065","35-39 years","35-39",330
,"Oneida County, NY","36065","40-44 years","40-44",80
,"Oneida County, NY","36065","45-49 years","45-49",Suppressed
,"Oneida County, NY","36065","50 years and over","50+",0
,"Onondaga County, NY","36067","Under 15 years","15",Suppressed
,"Onondaga County, NY","36067","15-19 years","15-19",143
,"Onondaga County, NY","36067","20-24 years","20-24",574
,"Onondaga County, NY","36067","25-29 years","25-29",1140
,"Onondaga County, NY","36067","30-34 years","30-34",1545
,"Onondaga County, NY","36067","35-39 years","35-39",790
,"Onondaga County, NY","36067","40-44 years","40-44",150
,"Onondaga County, NY","36067","45-49 years","45-49",15
,"Onondaga County, NY","36067","50 years and over","50+",0
,"Ontario County, NY","36069","Under 15 years","15",0
,"Ontario County, NY","36069","15-19 years","15-19",15
,"Ontario County, NY","36069","20-24 years","20-24",136
,"Ontario County, NY","36069","25-29 years","25-29",233
,"Ontario County, NY","36069","30-34 years","30-34",363
,"Ontario County, NY","36069","35-39 years","35-39",182
,"Ontario County, NY","36069","40-44 years","40-44",34
,"Ontario County, NY","36069","45-49 years","45-49",Suppressed
,"Ontario County, NY","36069","50 years and over","50+",0
,"Orange County, NY","36071","Under 15 years","15",0
,"Orange County, NY","36071","15-19 years","15-19",150
,"Orange County, NY","36071","20-24 years","20-24",1219
,"Orange County, NY","36071","25-29 years","25-29",1313
,"Orange County, NY","36071","30-34 years","30-34",1577
,"Orange County, NY","36071","35-39 years","35-39",1051
,"Orange County, NY","36071","40-44 years","40-44",351
,"Orange County, NY","36071","45-49 years","45-49",27
,"Orange County, NY","36071","50 years and over","50+",Suppressed
,"Oswego County, NY","36075","Under 15 years","15",0
,"Oswego County, NY","36075","15-19 years","15-19",53
,"Oswego County, NY","36075","20-24 years","20-24",254
,"Oswego County, NY","36075","25-29 years","25-29",339
,"Oswego County, NY","36075","30-34 years","30-34",306
,"Oswego County, NY","36075","35-39 years","35-39",145
,"Oswego County, NY","36075","40-44 years","40-44",33
,"Oswego County, NY","36075","45-49 years","45-49",Suppressed
,"Oswego County, NY","36075","50 years and over","50+",0
,"Queens County, NY","36081","Under 15 years","15",Suppressed
,"Queens County, NY","36081","15-19 years","15-19",484
,"Queens County, NY","36081","20-24 years","20-24",3025
,"Queens County, NY","36081","25-29 years","25-29",5820
,"Queens County, NY","36081","30-34 years","30-34",7928
,"Queens County, NY","36081","35-39 years","35-39",5324
,"Queens County, NY","36081","40-44 years","40-44",1463
,"Queens County, NY","36081","45-49 years","45-49",98
,"Queens County, NY","36081","50 years and over","50+",22
,"Rensselaer County, NY","36083","Under 15 years","15",Suppressed
,"Rensselaer County, NY","36083","15-19 years","15-19",43
,"Rensselaer County, NY","36083","20-24 years","20-24",188
,"Rensselaer County, NY","36083","25-29 years","25-29",386
,"Rensselaer County, NY","36083","30-34 years","30-34",536
,"Rensselaer County, NY","36083","35-39 years","35-39",263
,"Rensselaer County, NY","36083","40-44 years","40-44",62
,"Rensselaer County, NY","36083","45-49 years","45-49",Suppressed
,"Rensselaer County, NY","36083","50 years and over","50+",0
,"Richmond County, NY","36085","Under 15 years","15",Suppressed
,"Richmond County, NY","36085","15-19 years","15-19",103
,"Richmond County, NY","36085","20-24 years","20-24",478
,"Richmond County, NY","36085","25-29 years","25-29",1177
,"Richmond County, NY","36085","30-34 years","30-34",1847
,"Richmond County, NY","36085","35-39 years","35-39",1101
,"Richmond County, NY","36085","40-44 years","40-44",260
,"Richmond County, NY","36085","45-49 years","45-49",20
,"Richmond County, NY","36085","50 years and over","50+",Suppressed
,"Rockland County, NY","36087","Under 15 years","15",Suppressed
,"Rockland County, NY","36087","15-19 years","15-19",151
,"Rockland County, NY","36087","20-24 years","20-24",1524
,"Rockland County, NY","36087","25-29 years","25-29",1704
,"Rockland County, NY","36087","30-34 years","30-34",1722
,"Rockland County, NY","36087","35-39 years","35-39",1333
,"Rockland County, NY","36087","40-44 years","40-44",501
,"Rockland County, NY","36087","45-49 years","45-49",44
,"Rockland County, NY","36087","50 years and over","50+",Suppressed
,"St. Lawrence County, NY","36089","Under 15 years","15",0
,"St. Lawrence County, NY","36089","15-19 years","15-19",40
,"St. Lawrence County, NY","36089","20-24 years","20-24",229
,"St. Lawrence County, NY","36089","25-29 years","25-29",312
,"St. Lawrence County, NY","36089","30-34 years","30-34",242
,"St. Lawrence County, NY","36089","35-39 years","35-39",111
,"St. Lawrence County, NY","36089","40-44 years","40-44",33
,"St. Lawrence County, NY","36089","45-49 years","45-49",Suppressed
,"St. Lawrence County, NY","36089","50 years and over","50+",Suppressed
,"Saratoga County, NY","36091","Under 15 years","15",0
,"Saratoga County, NY","36091","15-19 years","15-19",23
,"Saratoga County, NY","36091","20-24 years","20-24",167
,"Saratoga County, NY","36091","25-29 years","25-29",450
,"Saratoga County, NY","36091","30-34 years","30-34",795
,"Saratoga County, NY","36091","35-39 years","35-39",454
,"Saratoga County, NY","36091","40-44 years","40-44",84
,"Saratoga County, NY","36091","45-49 years","45-49",Suppressed
