"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, PA","42001","Under 15 years","15",0
,"Adams County, PA","42001","15-19 years","15-19",20
,"Adams County, PA","42001","20-24 years","20-24",149
,"Adams County, PA","42001","25-29 years","25-29",297
,"Adams County, PA","42001","30-34 years","30-34",247
,"Adams County, PA","42001","35-39 years","35-39",120
,"Adams County, PA","42001","40-44 years","40-44",27
,"Adams County, PA","42001","45-49 years","45-49",Suppressed
,"Adams County, PA","42001","50 years and over","50+",0
,"Allegheny County, PA","42003","Under 15 years","15",Suppressed
,"Allegheny County, PA","42003","15-19 years","15-19",269
,"Allegheny County, PA","42003","20-24 years","20-24",1113
,"Allegheny County, PA","42003","25-29 years","25-29",2718
,"Allegheny County, PA","42003","30-34 years","30-34",4363
,"Allegheny County, PA","42003","35-39 years","35-39",2545
,"Allegheny County, PA","42003","40-44 years","40-44",447
,"Allegheny County, PA","42003","45-49 years","45-49",31
,"Allegheny County, PA","42003","50 years and over","50+",Suppressed
,"Beaver County, PA","42007","Under 15 years","15",Suppressed
,"Beaver County, PA","42007","15-19 years","15-19",50
,"Beaver County, PA","42007","20-24 years","20-24",206
,"Beaver County, PA","42007","25-29 years","25-29",428
,"Beaver County, PA","42007","30-34 years","30-34",543
,"Beaver County, PA","42007","35-39 years","35-39",223
,"Beaver County, PA","42007","40-44 years","40-44",43
,"Beaver County, PA","42007","45-49 years","45-49",Suppressed
,"Beaver County, PA","42007","50 years and over","50+",0
,"Berks County, PA","42011","Under 15 years","15",Suppressed
,"Berks County, PA","42011","15-19 years","15-19",188
,"Berks County, PA","42011","20-24 years","20-24",816
,"Berks County, PA","42011","25-29 years","25-29",1292
,"Berks County, PA","42011","30-34 years","30-34",1428
,"Berks County, PA","42011","35-39 years","35-39",660
,"Berks County, PA","42011","40-44 years","40-44",141
,"Berks County, PA","42011","45-49 years","45-49",13
,"Berks County, PA","42011","50 years and over","50+",0
,"Blair County, PA","42013","Under 15 years","15",0
,"Blair County, PA","42013","15-19 years","15-19",52
,"Blair County, PA","42013","20-24 years","20-24",223
,"Blair County, PA","42013","25-29 years","25-29",375
,"Blair County, PA","42013","30-34 years","30-34",298
,"Blair County, PA","42013","35-39 years","35-39",110
,"Blair County, PA","42013","40-44 years","40-44",19
,"Blair County, PA","42013","45-49 years","45-49",Suppressed
,"Blair County, PA","42013","50 years and over","50+",0
,"Bucks County, PA","42017","Under 15 years","15",0
,"Bucks County, PA","42017","15-19 years","15-19",60
,"Bucks County, PA","42017","20-24 years","20-24",442
,"Bucks County, PA","42017","25-29 years","25-29",1166
,"Bucks County, PA","42017","30-34 years","30-34",2144
,"Bucks County, PA","42017","35-39 years","35-39",1319
,"Bucks County, PA","42017","40-44 years","40-44",276
,"Bucks County, PA","42017","45-49 years","45-49",14
,"Bucks County, PA","42017","50 years and over","50+",Suppressed
,"Butler County, PA","42019","Under 15 years","15",0
,"Butler County, PA","42019","15-19 years","15-19",37
,"Butler County, PA","42019","20-24 years","20-24",154
,"Butler County, PA","42019","25-29 years","25-29",480
,"Butler County, PA","42019","30-34 years","30-34",717
,"Butler County, PA","42019","35-39 years","35-39",331
,"Butler County, PA","42019","40-44 years","40-44",69
,"Butler County, PA","42019","45-49 years","45-49",Suppressed
,"Butler County, PA","42019","50 years and over","50+",0
,"Cambria County, PA","42021","Under 15 years","15",0
,"Cambria County, PA","42021","15-19 years","15-19",39
,"Cambria County, PA","42021","20-24 years","20-24",221
,"Cambria County, PA","42021","25-29 years","25-29",356
,"Cambria County, PA","42021","30-34 years","30-34",345
,"Cambria County, PA","42021","35-39 years","35-39",154
,"Cambria County, PA","42021","40-44 years","40-44",26
,"Cambria County, PA","42021","45-49 years","45-49",Suppressed
,"Cambria County, PA","42021","50 years and over","50+",0
,"Centre County, PA","42027","Under 15 years","15",Suppressed
,"Centre County, PA","42027","15-19 years","15-19",12
,"Centre County, PA","42027","20-24 years","20-24",121
,"Centre County, PA","42027","25-29 years","25-29",240
,"Centre County, PA","42027","30-34 years","30-34",378
,"Centre County, PA","42027","35-39 years","35-39",217
,"Centre County, PA","42027","40-44 years","40-44",42
,"Centre County, PA","42027","45-49 years","45-49",Suppressed
,"Centre County, PA","42027","50 years and over","50+",Suppressed
,"Chester County, PA","42029","Under 15 years","15",Suppressed
,"Chester County, PA","42029","15-19 years","15-19",100
,"Chester County, PA","42029","20-24 years","20-24",478
,"Chester County, PA","42029","25-29 years","25-29",1039
,"Chester County, PA","42029","30-34 years","30-34",2287
,"Chester County, PA","42029","35-39 years","35-39",1310
,"Chester County, PA","42029","40-44 years","40-44",260
,"Chester County, PA","42029","45-49 years","45-49",23
,"Chester County, PA","42029","50 years and over","50+",Suppressed
