"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Albany County, NY","36001","Under 15 years","15",Suppressed
,"Albany County, NY","36001","15-19 years","15-19",94
,"Albany County, NY","36001","20-24 years","20-24",371
,"Albany County, NY","36001","25-29 years","25-29",782
,"Albany County, NY","36001","30-34 years","30-34",974
,"Albany County, NY","36001","35-39 years","35-39",589
,"Albany County, NY","36001","40-44 years","40-44",77
,"Albany County, NY","36001","45-49 years","45-49",Suppressed
,"Albany County, NY","36001","50 years and over","50+",0
,"Bronx County, NY","36005","Under 15 years","15",Suppressed
,"Bronx County, NY","36005","15-19 years","15-19",858
,"Bronx County, NY","36005","20-24 years","20-24",3611
,"Bronx County, NY","36005","25-29 years","25-29",5766
,"Bronx County, NY","36005","30-34 years","30-34",5102
,"Bronx County, NY","36005","35-39 years","35-39",3042
,"Bronx County, NY","36005","40-44 years","40-44",850
,"Bronx County, NY","36005","45-49 years","45-49",77
,"Bronx County, NY","36005","50 years and over","50+",13
,"Broome County, NY","36007","Under 15 years","15",0
,"Broome County, NY","36007","15-19 years","15-19",99
,"Broome County, NY","36007","20-24 years","20-24",362
,"Broome County, NY","36007","25-29 years","25-29",600
,"Broome County, NY","36007","30-34 years","30-34",599
,"Broome County, NY","36007","35-39 years","35-39",245
,"Broome County, NY","36007","40-44 years","40-44",57
,"Broome County, NY","36007","45-49 years","45-49",Suppressed
,"Broome County, NY","36007","50 years and over","50+",Suppressed
,"Chautauqua County, NY","36013","Under 15 years","15",Suppressed
,"Chautauqua County, NY","36013","15-19 years","15-19",98
,"Chautauqua County, NY","36013","20-24 years","20-24",362
,"Chautauqua County, NY","36013","25-29 years","25-29",411
,"Chautauqua County, NY","36013","30-34 years","30-34",296
,"Chautauqua County, NY","36013","35-39 years","35-39",134
,"Chautauqua County, NY","36013","40-44 years","40-44",33
,"Chautauqua County, NY","36013","45-49 years","45-49",0
,"Chautauqua County, NY","36013","50 years and over","50+",0
,"Dutchess County, NY","36027","Under 15 years","15",0
,"Dutchess County, NY","36027","15-19 years","15-19",78
,"Dutchess County, NY","36027","20-24 years","20-24",295
,"Dutchess County, NY","36027","25-29 years","25-29",684
,"Dutchess County, NY","36027","30-34 years","30-34",944
,"Dutchess County, NY","36027","35-39 years","35-39",584
,"Dutchess County, NY","36027","40-44 years","40-44",103
,"Dutchess County, NY","36027","45-49 years","45-49",12
,"Dutchess County, NY","36027","50 years and over","50+",Suppressed
,"Erie County, NY","36029","Under 15 years","15",0
,"Erie County, NY","36029","15-19 years","15-19",430
,"Erie County, NY","36029","20-24 years","20-24",1516
,"Erie County, NY","36029","25-29 years","25-29",2636
,"Erie County, NY","36029","30-34 years","30-34",3327
,"Erie County, NY","36029","35-39 years","35-39",1483
,"Erie County, NY","36029","40-44 years","40-44",292
,"Erie County, NY","36029","45-49 years","45-49",12
,"Erie County, NY","36029","50 years and over","50+",Suppressed
,"Jefferson County, NY","36045","Under 15 years","15",0
,"Jefferson County, NY","36045","15-19 years","15-19",103
,"Jefferson County, NY","36045","20-24 years","20-24",587
,"Jefferson County, NY","36045","25-29 years","25-29",574
,"Jefferson County, NY","36045","30-34 years","30-34",352
,"Jefferson County, NY","36045","35-39 years","35-39",168
,"Jefferson County, NY","36045","40-44 years","40-44",23
,"Jefferson County, NY","36045","45-49 years","45-49",0
,"Jefferson County, NY","36045","50 years and over","50+",0
,"Kings County, NY","36047","Under 15 years","15",Suppressed
,"Kings County, NY","36047","15-19 years","15-19",829
,"Kings County, NY","36047","20-24 years","20-24",6318
,"Kings County, NY","36047","25-29 years","25-29",8891
,"Kings County, NY","36047","30-34 years","30-34",10964
,"Kings County, NY","36047","35-39 years","35-39",7743
,"Kings County, NY","36047","40-44 years","40-44",2211
,"Kings County, NY","36047","45-49 years","45-49",167
,"Kings County, NY","36047","50 years and over","50+",21
,"Monroe County, NY","36055","Under 15 years","15",Suppressed
,"Monroe County, NY","36055","15-19 years","15-19",314
,"Monroe County, NY","36055","20-24 years","20-24",1187
,"Monroe County, NY","36055","25-29 years","25-29",2159
,"Monroe County, NY","36055","30-34 years","30-34",2710
,"Monroe County, NY","36055","35-39 years","35-39",1279
,"Monroe County, NY","36055","40-44 years","40-44",244
,"Monroe County, NY","36055","45-49 years","45-49",16
,"Monroe County, NY","36055","50 years and over","50+",0
,"Nassau County, NY","36059","Under 15 years","15",Suppressed
,"Nassau County, NY","36059","15-19 years","15-19",225
,"Nassau County, NY","36059","20-24 years","20-24",1083
,"Nassau County, NY","36059","25-29 years","25-29",2846
,"Nassau County, NY","36059","30-34 years","30-34",5244
,"Nassau County, NY","36059","35-39 years","35-39",3531
,"Nassau County, NY","36059","40-44 years","40-44",797
,"Nassau County, NY","36059","45-49 years","45-49",67
,"Nassau County, NY","36059","50 years and over","50+",13
,"New York County, NY","36061","Under 15 years","15",Suppressed
,"New York County, NY","36061","15-19 years","15-19",288
,"New York County, NY","36061","20-24 years","20-24",1180
,"New York County, NY","36061","25-29 years","25-29",2669
,"New York County, NY","36061","30-34 years","30-34",6109
,"New York County, NY","36061","35-39 years","35-39",4779
,"New York County, NY","36061","40-44 years","40-44",1347
,"New York County, NY","36061","45-49 years","45-49",177
,"New York County, NY","36061","50 years and over","50+",26
,"Niagara County, NY","36063","Under 15 years","15",Suppressed
,"Niagara County, NY","36063","15-19 years","15-19",92
,"Niagara County, NY","36063","20-24 years","20-24",362
,"Niagara County, NY","36063","25-29 years","25-29",636
,"Niagara County, NY","36063","30-34 years","30-34",614
,"Niagara County, NY","36063","35-39 years","35-39",308
,"Niagara County, NY","36063","40-44 years","40-44",50
,"Niagara County, NY","36063","45-49 years","45-49",Suppressed
,"Niagara County, NY","36063","50 years and over","50+",Suppressed
,"Oneida County, NY","36065","Under 15 years","15",Suppressed
,"Oneida County, NY","36065","15-19 years","15-19",116
,"Oneida County, NY","36065","20-24 years","20-24",523
,"Oneida County, NY","36065","25-29 years","25-29",742
,"Oneida County, NY","36065","30-34 years","30-34",745
,"Oneida County, NY","36065","35-39 years","35-39",300
,"Oneida County, NY","36065","40-44 years","40-44",55
,"Oneida County, NY","36065","45-49 years","45-49",Suppressed
,"Oneida County, NY","36065","50 years and over","50+",Suppressed
,"Onondaga County, NY","36067","Under 15 years","15",Suppressed
,"Onondaga County, NY","36067","15-19 years","15-19",210
,"Onondaga County, NY","36067","20-24 years","20-24",870
,"Onondaga County, NY","36067","25-29 years","25-29",1439
,"Onondaga County, NY","36067","30-34 years","30-34",1591
,"Onondaga County, NY","36067","35-39 years","35-39",772
,"Onondaga County, NY","36067","40-44 years","40-44",159
,"Onondaga County, NY","36067","45-49 years","45-49",Suppressed
,"Onondaga County, NY","36067","50 years and over","50+",0
,"Ontario County, NY","36069","Under 15 years","15",0
,"Ontario County, NY","36069","15-19 years","15-19",25
,"Ontario County, NY","36069","20-24 years","20-24",159
,"Ontario County, NY","36069","25-29 years","25-29",278
,"Ontario County, NY","36069","30-34 years","30-34",335
,"Ontario County, NY","36069","35-39 years","35-39",137
,"Ontario County, NY","36069","40-44 years","40-44",25
,"Ontario County, NY","36069","45-49 years","45-49",Suppressed
,"Ontario County, NY","36069","50 years and over","50+",0
,"Orange County, NY","36071","Under 15 years","15",Suppressed
,"Orange County, NY","36071","15-19 years","15-19",168
,"Orange County, NY","36071","20-24 years","20-24",1011
,"Orange County, NY","36071","25-29 years","25-29",1342
,"Orange County, NY","36071","30-34 years","30-34",1486
,"Orange County, NY","36071","35-39 years","35-39",926
,"Orange County, NY","36071","40-44 years","40-44",247
,"Orange County, NY","36071","45-49 years","45-49",16
,"Orange County, NY","36071","50 years and over","50+",Suppressed
,"Oswego County, NY","36075","Under 15 years","15",Suppressed
,"Oswego County, NY","36075","15-19 years","15-19",68
,"Oswego County, NY","36075","20-24 years","20-24",249
,"Oswego County, NY","36075","25-29 years","25-29",442
,"Oswego County, NY","36075","30-34 years","30-34",312
,"Oswego County, NY","36075","35-39 years","35-39",132
,"Oswego County, NY","36075","40-44 years","40-44",27
,"Oswego County, NY","36075","45-49 years","45-49",Suppressed
,"Oswego County, NY","36075","50 years and over","50+",Suppressed
,"Queens County, NY","36081","Under 15 years","15",Suppressed
,"Queens County, NY","36081","15-19 years","15-19",519
,"Queens County, NY","36081","20-24 years","20-24",3314
,"Queens County, NY","36081","25-29 years","25-29",7068
,"Queens County, NY","36081","30-34 years","30-34",8796
,"Queens County, NY","36081","35-39 years","35-39",5747
,"Queens County, NY","36081","40-44 years","40-44",1463
,"Queens County, NY","36081","45-49 years","45-49",128
,"Queens County, NY","36081","50 years and over","50+",21
,"Rensselaer County, NY","36083","Under 15 years","15",Suppressed
,"Rensselaer County, NY","36083","15-19 years","15-19",70
,"Rensselaer County, NY","36083","20-24 years","20-24",254
,"Rensselaer County, NY","36083","25-29 years","25-29",435
,"Rensselaer County, NY","36083","30-34 years","30-34",573
,"Rensselaer County, NY","36083","35-39 years","35-39",223
,"Rensselaer County, NY","36083","40-44 years","40-44",49
,"Rensselaer County, NY","36083","45-49 years","45-49",Suppressed
,"Rensselaer County, NY","36083","50 years and over","50+",0
