"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bell County, TX","48027","Under 15 years","15",Suppressed
,"Bell County, TX","48027","15-19 years","15-19",342
,"Bell County, TX","48027","20-24 years","20-24",1862
,"Bell County, TX","48027","25-29 years","25-29",2026
,"Bell County, TX","48027","30-34 years","30-34",1289
,"Bell County, TX","48027","35-39 years","35-39",529
,"Bell County, TX","48027","40-44 years","40-44",107
,"Bell County, TX","48027","45-49 years","45-49",Suppressed
,"Bell County, TX","48027","50 years and over","50+",Suppressed
,"Bexar County, TX","48029","Under 15 years","15",21
,"Bexar County, TX","48029","15-19 years","15-19",1615
,"Bexar County, TX","48029","20-24 years","20-24",5745
,"Bexar County, TX","48029","25-29 years","25-29",7769
,"Bexar County, TX","48029","30-34 years","30-34",6859
,"Bexar County, TX","48029","35-39 years","35-39",3368
,"Bexar County, TX","48029","40-44 years","40-44",679
,"Bexar County, TX","48029","45-49 years","45-49",39
,"Bexar County, TX","48029","50 years and over","50+",Suppressed
,"Brazoria County, TX","48039","Under 15 years","15",Suppressed
,"Brazoria County, TX","48039","15-19 years","15-19",229
,"Brazoria County, TX","48039","20-24 years","20-24",847
,"Brazoria County, TX","48039","25-29 years","25-29",1443
,"Brazoria County, TX","48039","30-34 years","30-34",1382
,"Brazoria County, TX","48039","35-39 years","35-39",718
,"Brazoria County, TX","48039","40-44 years","40-44",129
,"Brazoria County, TX","48039","45-49 years","45-49",Suppressed
,"Brazoria County, TX","48039","50 years and over","50+",0
,"Brazos County, TX","48041","Under 15 years","15",Suppressed
,"Brazos County, TX","48041","15-19 years","15-19",171
,"Brazos County, TX","48041","20-24 years","20-24",575
,"Brazos County, TX","48041","25-29 years","25-29",809
,"Brazos County, TX","48041","30-34 years","30-34",726
,"Brazos County, TX","48041","35-39 years","35-39",309
,"Brazos County, TX","48041","40-44 years","40-44",54
,"Brazos County, TX","48041","45-49 years","45-49",Suppressed
,"Brazos County, TX","48041","50 years and over","50+",0
,"Cameron County, TX","48061","Under 15 years","15",13
,"Cameron County, TX","48061","15-19 years","15-19",664
,"Cameron County, TX","48061","20-24 years","20-24",1674
,"Cameron County, TX","48061","25-29 years","25-29",1774
,"Cameron County, TX","48061","30-34 years","30-34",1248
,"Cameron County, TX","48061","35-39 years","35-39",614
,"Cameron County, TX","48061","40-44 years","40-44",137
,"Cameron County, TX","48061","45-49 years","45-49",Suppressed
,"Cameron County, TX","48061","50 years and over","50+",0
,"Collin County, TX","48085","Under 15 years","15",Suppressed
,"Collin County, TX","48085","15-19 years","15-19",277
,"Collin County, TX","48085","20-24 years","20-24",1275
,"Collin County, TX","48085","25-29 years","25-29",2991
,"Collin County, TX","48085","30-34 years","30-34",4125
,"Collin County, TX","48085","35-39 years","35-39",2332
,"Collin County, TX","48085","40-44 years","40-44",480
,"Collin County, TX","48085","45-49 years","45-49",40
,"Collin County, TX","48085","50 years and over","50+",Suppressed
,"Comal County, TX","48091","Under 15 years","15",0
,"Comal County, TX","48091","15-19 years","15-19",73
,"Comal County, TX","48091","20-24 years","20-24",283
,"Comal County, TX","48091","25-29 years","25-29",521
,"Comal County, TX","48091","30-34 years","30-34",491
,"Comal County, TX","48091","35-39 years","35-39",239
,"Comal County, TX","48091","40-44 years","40-44",57
,"Comal County, TX","48091","45-49 years","45-49",Suppressed
,"Comal County, TX","48091","50 years and over","50+",0
,"Dallas County, TX","48113","Under 15 years","15",35
,"Dallas County, TX","48113","15-19 years","15-19",2457
,"Dallas County, TX","48113","20-24 years","20-24",7745
,"Dallas County, TX","48113","25-29 years","25-29",10513
,"Dallas County, TX","48113","30-34 years","30-34",10226
,"Dallas County, TX","48113","35-39 years","35-39",5279
,"Dallas County, TX","48113","40-44 years","40-44",1204
,"Dallas County, TX","48113","45-49 years","45-49",82
,"Dallas County, TX","48113","50 years and over","50+",Suppressed
,"Denton County, TX","48121","Under 15 years","15",Suppressed
,"Denton County, TX","48121","15-19 years","15-19",303
,"Denton County, TX","48121","20-24 years","20-24",1390
,"Denton County, TX","48121","25-29 years","25-29",2794
,"Denton County, TX","48121","30-34 years","30-34",3487
,"Denton County, TX","48121","35-39 years","35-39",1882
,"Denton County, TX","48121","40-44 years","40-44",347
,"Denton County, TX","48121","45-49 years","45-49",28
,"Denton County, TX","48121","50 years and over","50+",Suppressed
,"Ector County, TX","48135","Under 15 years","15",Suppressed
,"Ector County, TX","48135","15-19 years","15-19",277
,"Ector County, TX","48135","20-24 years","20-24",926
,"Ector County, TX","48135","25-29 years","25-29",1068
,"Ector County, TX","48135","30-34 years","30-34",638
,"Ector County, TX","48135","35-39 years","35-39",256
,"Ector County, TX","48135","40-44 years","40-44",52
,"Ector County, TX","48135","45-49 years","45-49",Suppressed
,"Ector County, TX","48135","50 years and over","50+",0
