"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, PA","42001","Under 15 years","15",0
,"Adams County, PA","42001","15-19 years","15-19",33
,"Adams County, PA","42001","20-24 years","20-24",176
,"Adams County, PA","42001","25-29 years","25-29",309
,"Adams County, PA","42001","30-34 years","30-34",235
,"Adams County, PA","42001","35-39 years","35-39",111
,"Adams County, PA","42001","40-44 years","40-44",27
,"Adams County, PA","42001","45-49 years","45-49",Suppressed
,"Adams County, PA","42001","50 years and over","50+",0
,"Allegheny County, PA","42003","Under 15 years","15",Suppressed
,"Allegheny County, PA","42003","15-19 years","15-19",313
,"Allegheny County, PA","42003","20-24 years","20-24",1627
,"Allegheny County, PA","42003","25-29 years","25-29",3383
,"Allegheny County, PA","42003","30-34 years","30-34",4810
,"Allegheny County, PA","42003","35-39 years","35-39",2282
,"Allegheny County, PA","42003","40-44 years","40-44",376
,"Allegheny County, PA","42003","45-49 years","45-49",20
,"Allegheny County, PA","42003","50 years and over","50+",Suppressed
,"Beaver County, PA","42007","Under 15 years","15",0
,"Beaver County, PA","42007","15-19 years","15-19",53
,"Beaver County, PA","42007","20-24 years","20-24",276
,"Beaver County, PA","42007","25-29 years","25-29",473
,"Beaver County, PA","42007","30-34 years","30-34",511
,"Beaver County, PA","42007","35-39 years","35-39",199
,"Beaver County, PA","42007","40-44 years","40-44",28
,"Beaver County, PA","42007","45-49 years","45-49",0
,"Beaver County, PA","42007","50 years and over","50+",Suppressed
,"Berks County, PA","42011","Under 15 years","15",Suppressed
,"Berks County, PA","42011","15-19 years","15-19",280
,"Berks County, PA","42011","20-24 years","20-24",958
,"Berks County, PA","42011","25-29 years","25-29",1445
,"Berks County, PA","42011","30-34 years","30-34",1278
,"Berks County, PA","42011","35-39 years","35-39",612
,"Berks County, PA","42011","40-44 years","40-44",118
,"Berks County, PA","42011","45-49 years","45-49",12
,"Berks County, PA","42011","50 years and over","50+",Suppressed
,"Blair County, PA","42013","Under 15 years","15",Suppressed
,"Blair County, PA","42013","15-19 years","15-19",66
,"Blair County, PA","42013","20-24 years","20-24",307
,"Blair County, PA","42013","25-29 years","25-29",384
,"Blair County, PA","42013","30-34 years","30-34",300
,"Blair County, PA","42013","35-39 years","35-39",116
,"Blair County, PA","42013","40-44 years","40-44",19
,"Blair County, PA","42013","45-49 years","45-49",Suppressed
,"Blair County, PA","42013","50 years and over","50+",Suppressed
,"Bucks County, PA","42017","Under 15 years","15",0
,"Bucks County, PA","42017","15-19 years","15-19",80
,"Bucks County, PA","42017","20-24 years","20-24",520
,"Bucks County, PA","42017","25-29 years","25-29",1360
,"Bucks County, PA","42017","30-34 years","30-34",2258
,"Bucks County, PA","42017","35-39 years","35-39",1170
,"Bucks County, PA","42017","40-44 years","40-44",209
,"Bucks County, PA","42017","45-49 years","45-49",10
,"Bucks County, PA","42017","50 years and over","50+",Suppressed
,"Butler County, PA","42019","Under 15 years","15",0
,"Butler County, PA","42019","15-19 years","15-19",33
,"Butler County, PA","42019","20-24 years","20-24",194
,"Butler County, PA","42019","25-29 years","25-29",475
,"Butler County, PA","42019","30-34 years","30-34",613
,"Butler County, PA","42019","35-39 years","35-39",288
,"Butler County, PA","42019","40-44 years","40-44",37
,"Butler County, PA","42019","45-49 years","45-49",Suppressed
,"Butler County, PA","42019","50 years and over","50+",0
,"Cambria County, PA","42021","Under 15 years","15",Suppressed
,"Cambria County, PA","42021","15-19 years","15-19",69
,"Cambria County, PA","42021","20-24 years","20-24",263
,"Cambria County, PA","42021","25-29 years","25-29",425
