"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Adams County, PA","42001","American Indian or Alaska Native","1002-5",Suppressed
,"Adams County, PA","42001","Asian","A",Suppressed
,"Adams County, PA","42001","Black or African American","2054-5",22
,"Adams County, PA","42001","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Adams County, PA","42001","White","2106-3",836
,"Adams County, PA","42001","More than one race","M",24
,"Adams County, PA","42001","Unknown or Not Stated","UNK",0
,"Adams County, PA","42001","Not Available","NA",0
,"Adams County, PA","42001","Not Reported","NR",0
,"Allegheny County, PA","42003","American Indian or Alaska Native","1002-5",15
,"Allegheny County, PA","42003","Asian","A",886
,"Allegheny County, PA","42003","Black or African American","2054-5",2639
,"Allegheny County, PA","42003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Allegheny County, PA","42003","White","2106-3",9009
,"Allegheny County, PA","42003","More than one race","M",263
,"Allegheny County, PA","42003","Unknown or Not Stated","UNK",0
,"Allegheny County, PA","42003","Not Available","NA",0
,"Allegheny County, PA","42003","Not Reported","NR",0
,"Beaver County, PA","42007","American Indian or Alaska Native","1002-5",Suppressed
,"Beaver County, PA","42007","Asian","A",17
,"Beaver County, PA","42007","Black or African American","2054-5",148
,"Beaver County, PA","42007","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Beaver County, PA","42007","White","2106-3",1319
,"Beaver County, PA","42007","More than one race","M",56
,"Beaver County, PA","42007","Unknown or Not Stated","UNK",0
,"Beaver County, PA","42007","Not Available","NA",0
,"Beaver County, PA","42007","Not Reported","NR",0
,"Berks County, PA","42011","American Indian or Alaska Native","1002-5",33
,"Berks County, PA","42011","Asian","A",92
,"Berks County, PA","42011","Black or African American","2054-5",552
,"Berks County, PA","42011","Native Hawaiian or Other Pacific Islander","NHOPI",32
,"Berks County, PA","42011","White","2106-3",3860
,"Berks County, PA","42011","More than one race","M",138
,"Berks County, PA","42011","Unknown or Not Stated","UNK",0
,"Berks County, PA","42011","Not Available","NA",0
,"Berks County, PA","42011","Not Reported","NR",0
,"Blair County, PA","42013","American Indian or Alaska Native","1002-5",0
,"Blair County, PA","42013","Asian","A",Suppressed
,"Blair County, PA","42013","Black or African American","2054-5",30
,"Blair County, PA","42013","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Blair County, PA","42013","White","2106-3",1145
,"Blair County, PA","42013","More than one race","M",17
,"Blair County, PA","42013","Unknown or Not Stated","UNK",0
,"Blair County, PA","42013","Not Available","NA",0
,"Blair County, PA","42013","Not Reported","NR",0
,"Bucks County, PA","42017","American Indian or Alaska Native","1002-5",Suppressed
,"Bucks County, PA","42017","Asian","A",431
,"Bucks County, PA","42017","Black or African American","2054-5",386
,"Bucks County, PA","42017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bucks County, PA","42017","White","2106-3",4665
,"Bucks County, PA","42017","More than one race","M",112
,"Bucks County, PA","42017","Unknown or Not Stated","UNK",0
,"Bucks County, PA","42017","Not Available","NA",0
,"Bucks County, PA","42017","Not Reported","NR",0
,"Butler County, PA","42019","American Indian or Alaska Native","1002-5",0
,"Butler County, PA","42019","Asian","A",57
,"Butler County, PA","42019","Black or African American","2054-5",24
,"Butler County, PA","42019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butler County, PA","42019","White","2106-3",1548
,"Butler County, PA","42019","More than one race","M",15
,"Butler County, PA","42019","Unknown or Not Stated","UNK",0
,"Butler County, PA","42019","Not Available","NA",0
,"Butler County, PA","42019","Not Reported","NR",0
,"Cambria County, PA","42021","American Indian or Alaska Native","1002-5",Suppressed
,"Cambria County, PA","42021","Asian","A",Suppressed
,"Cambria County, PA","42021","Black or African American","2054-5",104
,"Cambria County, PA","42021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cambria County, PA","42021","White","2106-3",1104
,"Cambria County, PA","42021","More than one race","M",22
,"Cambria County, PA","42021","Unknown or Not Stated","UNK",0
,"Cambria County, PA","42021","Not Available","NA",0
,"Cambria County, PA","42021","Not Reported","NR",0
,"Centre County, PA","42027","American Indian or Alaska Native","1002-5",Suppressed
,"Centre County, PA","42027","Asian","A",78
,"Centre County, PA","42027","Black or African American","2054-5",39
,"Centre County, PA","42027","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Centre County, PA","42027","White","2106-3",944
,"Centre County, PA","42027","More than one race","M",19
,"Centre County, PA","42027","Unknown or Not Stated","UNK",0
,"Centre County, PA","42027","Not Available","NA",0
,"Centre County, PA","42027","Not Reported","NR",0
,"Chester County, PA","42029","American Indian or Alaska Native","1002-5",10
,"Chester County, PA","42029","Asian","A",450
,"Chester County, PA","42029","Black or African American","2054-5",441
,"Chester County, PA","42029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Chester County, PA","42029","White","2106-3",4302
,"Chester County, PA","42029","More than one race","M",120
,"Chester County, PA","42029","Unknown or Not Stated","UNK",0
,"Chester County, PA","42029","Not Available","NA",0
,"Chester County, PA","42029","Not Reported","NR",0
,"Cumberland County, PA","42041","American Indian or Alaska Native","1002-5",Suppressed
,"Cumberland County, PA","42041","Asian","A",180
,"Cumberland County, PA","42041","Black or African American","2054-5",157
,"Cumberland County, PA","42041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cumberland County, PA","42041","White","2106-3",2173
,"Cumberland County, PA","42041","More than one race","M",85
,"Cumberland County, PA","42041","Unknown or Not Stated","UNK",0
,"Cumberland County, PA","42041","Not Available","NA",0
,"Cumberland County, PA","42041","Not Reported","NR",0
,"Dauphin County, PA","42043","American Indian or Alaska Native","1002-5",11
,"Dauphin County, PA","42043","Asian","A",245
,"Dauphin County, PA","42043","Black or African American","2054-5",822
,"Dauphin County, PA","42043","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dauphin County, PA","42043","White","2106-3",1980
,"Dauphin County, PA","42043","More than one race","M",206
,"Dauphin County, PA","42043","Unknown or Not Stated","UNK",0
,"Dauphin County, PA","42043","Not Available","NA",0
,"Dauphin County, PA","42043","Not Reported","NR",0
,"Delaware County, PA","42045","American Indian or Alaska Native","1002-5",Suppressed
,"Delaware County, PA","42045","Asian","A",452
,"Delaware County, PA","42045","Black or African American","2054-5",1945
,"Delaware County, PA","42045","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, PA","42045","White","2106-3",3739
,"Delaware County, PA","42045","More than one race","M",177
,"Delaware County, PA","42045","Unknown or Not Stated","UNK",0
,"Delaware County, PA","42045","Not Available","NA",0
,"Delaware County, PA","42045","Not Reported","NR",0
,"Erie County, PA","42049","American Indian or Alaska Native","1002-5",Suppressed
,"Erie County, PA","42049","Asian","A",91
,"Erie County, PA","42049","Black or African American","2054-5",407
,"Erie County, PA","42049","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Erie County, PA","42049","White","2106-3",2115
,"Erie County, PA","42049","More than one race","M",163
,"Erie County, PA","42049","Unknown or Not Stated","UNK",0
,"Erie County, PA","42049","Not Available","NA",0
,"Erie County, PA","42049","Not Reported","NR",0
,"Fayette County, PA","42051","American Indian or Alaska Native","1002-5",Suppressed
,"Fayette County, PA","42051","Asian","A",Suppressed
,"Fayette County, PA","42051","Black or African American","2054-5",67
,"Fayette County, PA","42051","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fayette County, PA","42051","White","2106-3",1115
,"Fayette County, PA","42051","More than one race","M",38
,"Fayette County, PA","42051","Unknown or Not Stated","UNK",0
,"Fayette County, PA","42051","Not Available","NA",0
,"Fayette County, PA","42051","Not Reported","NR",0
,"Franklin County, PA","42055","American Indian or Alaska Native","1002-5",Suppressed
,"Franklin County, PA","42055","Asian","A",11
,"Franklin County, PA","42055","Black or African American","2054-5",91
,"Franklin County, PA","42055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Franklin County, PA","42055","White","2106-3",1587
,"Franklin County, PA","42055","More than one race","M",49
,"Franklin County, PA","42055","Unknown or Not Stated","UNK",0
,"Franklin County, PA","42055","Not Available","NA",0
,"Franklin County, PA","42055","Not Reported","NR",0
,"Lackawanna County, PA","42069","American Indian or Alaska Native","1002-5",Suppressed
,"Lackawanna County, PA","42069","Asian","A",88
,"Lackawanna County, PA","42069","Black or African American","2054-5",202
,"Lackawanna County, PA","42069","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lackawanna County, PA","42069","White","2106-3",1679
,"Lackawanna County, PA","42069","More than one race","M",75
,"Lackawanna County, PA","42069","Unknown or Not Stated","UNK",0
,"Lackawanna County, PA","42069","Not Available","NA",0
,"Lackawanna County, PA","42069","Not Reported","NR",0
,"Lancaster County, PA","42071","American Indian or Alaska Native","1002-5",17
,"Lancaster County, PA","42071","Asian","A",199
,"Lancaster County, PA","42071","Black or African American","2054-5",487
,"Lancaster County, PA","42071","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Lancaster County, PA","42071","White","2106-3",5980
,"Lancaster County, PA","42071","More than one race","M",200
,"Lancaster County, PA","42071","Unknown or Not Stated","UNK",0
,"Lancaster County, PA","42071","Not Available","NA",0
,"Lancaster County, PA","42071","Not Reported","NR",0
,"Lebanon County, PA","42075","American Indian or Alaska Native","1002-5",Suppressed
,"Lebanon County, PA","42075","Asian","A",24
,"Lebanon County, PA","42075","Black or African American","2054-5",60
,"Lebanon County, PA","42075","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lebanon County, PA","42075","White","2106-3",1473
,"Lebanon County, PA","42075","More than one race","M",31
,"Lebanon County, PA","42075","Unknown or Not Stated","UNK",0
,"Lebanon County, PA","42075","Not Available","NA",0
,"Lebanon County, PA","42075","Not Reported","NR",0
,"Lehigh County, PA","42077","American Indian or Alaska Native","1002-5",24
,"Lehigh County, PA","42077","Asian","A",162
,"Lehigh County, PA","42077","Black or African American","2054-5",617
,"Lehigh County, PA","42077","Native Hawaiian or Other Pacific Islander","NHOPI",28
,"Lehigh County, PA","42077","White","2106-3",3301
,"Lehigh County, PA","42077","More than one race","M",150
,"Lehigh County, PA","42077","Unknown or Not Stated","UNK",0
,"Lehigh County, PA","42077","Not Available","NA",0
,"Lehigh County, PA","42077","Not Reported","NR",0
,"Luzerne County, PA","42079","American Indian or Alaska Native","1002-5",22
,"Luzerne County, PA","42079","Asian","A",50
,"Luzerne County, PA","42079","Black or African American","2054-5",408
,"Luzerne County, PA","42079","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Luzerne County, PA","42079","White","2106-3",2663
,"Luzerne County, PA","42079","More than one race","M",102
,"Luzerne County, PA","42079","Unknown or Not Stated","UNK",0
,"Luzerne County, PA","42079","Not Available","NA",0
,"Luzerne County, PA","42079","Not Reported","NR",0
,"Lycoming County, PA","42081","American Indian or Alaska Native","1002-5",Suppressed
,"Lycoming County, PA","42081","Asian","A",14
,"Lycoming County, PA","42081","Black or African American","2054-5",83
,"Lycoming County, PA","42081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lycoming County, PA","42081","White","2106-3",1042
,"Lycoming County, PA","42081","More than one race","M",46
,"Lycoming County, PA","42081","Unknown or Not Stated","UNK",0
,"Lycoming County, PA","42081","Not Available","NA",0
,"Lycoming County, PA","42081","Not Reported","NR",0
,"Mercer County, PA","42085","American Indian or Alaska Native","1002-5",0
,"Mercer County, PA","42085","Asian","A",10
,"Mercer County, PA","42085","Black or African American","2054-5",76
,"Mercer County, PA","42085","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Mercer County, PA","42085","White","2106-3",902
,"Mercer County, PA","42085","More than one race","M",36
,"Mercer County, PA","42085","Unknown or Not Stated","UNK",0
,"Mercer County, PA","42085","Not Available","NA",0
,"Mercer County, PA","42085","Not Reported","NR",0
,"Monroe County, PA","42089","American Indian or Alaska Native","1002-5",Suppressed
,"Monroe County, PA","42089","Asian","A",34
,"Monroe County, PA","42089","Black or African American","2054-5",299
,"Monroe County, PA","42089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, PA","42089","White","2106-3",1083
