"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Albany County, NY","36001","American Indian or Alaska Native","1002-5",Suppressed
,"Albany County, NY","36001","Asian","A",326
,"Albany County, NY","36001","Black or African American","2054-5",649
,"Albany County, NY","36001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Albany County, NY","36001","White","2106-3",1779
,"Albany County, NY","36001","More than one race","M",130
,"Albany County, NY","36001","Unknown or Not Stated","UNK",0
,"Albany County, NY","36001","Not Available","NA",0
,"Albany County, NY","36001","Not Reported","NR",0
,"Bronx County, NY","36005","American Indian or Alaska Native","1002-5",76
,"Bronx County, NY","36005","Asian","A",1186
,"Bronx County, NY","36005","Black or African American","2054-5",8590
,"Bronx County, NY","36005","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Bronx County, NY","36005","White","2106-3",9055
,"Bronx County, NY","36005","More than one race","M",406
,"Bronx County, NY","36005","Unknown or Not Stated","UNK",0
,"Bronx County, NY","36005","Not Available","NA",0
,"Bronx County, NY","36005","Not Reported","NR",0
,"Broome County, NY","36007","American Indian or Alaska Native","1002-5",Suppressed
,"Broome County, NY","36007","Asian","A",86
,"Broome County, NY","36007","Black or African American","2054-5",193
,"Broome County, NY","36007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Broome County, NY","36007","White","2106-3",1611
,"Broome County, NY","36007","More than one race","M",70
,"Broome County, NY","36007","Unknown or Not Stated","UNK",0
,"Broome County, NY","36007","Not Available","NA",0
,"Broome County, NY","36007","Not Reported","NR",0
,"Chautauqua County, NY","36013","American Indian or Alaska Native","1002-5",Suppressed
,"Chautauqua County, NY","36013","Asian","A",13
,"Chautauqua County, NY","36013","Black or African American","2054-5",27
,"Chautauqua County, NY","36013","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Chautauqua County, NY","36013","White","2106-3",1257
,"Chautauqua County, NY","36013","More than one race","M",29
,"Chautauqua County, NY","36013","Unknown or Not Stated","UNK",0
,"Chautauqua County, NY","36013","Not Available","NA",0
,"Chautauqua County, NY","36013","Not Reported","NR",0
,"Dutchess County, NY","36027","American Indian or Alaska Native","1002-5",Suppressed
,"Dutchess County, NY","36027","Asian","A",120
,"Dutchess County, NY","36027","Black or African American","2054-5",405
,"Dutchess County, NY","36027","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dutchess County, NY","36027","White","2106-3",2080
,"Dutchess County, NY","36027","More than one race","M",92
,"Dutchess County, NY","36027","Unknown or Not Stated","UNK",0
,"Dutchess County, NY","36027","Not Available","NA",0
,"Dutchess County, NY","36027","Not Reported","NR",0
,"Erie County, NY","36029","American Indian or Alaska Native","1002-5",88
,"Erie County, NY","36029","Asian","A",640
,"Erie County, NY","36029","Black or African American","2054-5",2057
,"Erie County, NY","36029","Native Hawaiian or Other Pacific Islander","NHOPI",13
,"Erie County, NY","36029","White","2106-3",6590
,"Erie County, NY","36029","More than one race","M",310
,"Erie County, NY","36029","Unknown or Not Stated","UNK",0
,"Erie County, NY","36029","Not Available","NA",0
,"Erie County, NY","36029","Not Reported","NR",0
,"Jefferson County, NY","36045","American Indian or Alaska Native","1002-5",12
,"Jefferson County, NY","36045","Asian","A",55
,"Jefferson County, NY","36045","Black or African American","2054-5",177
,"Jefferson County, NY","36045","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Jefferson County, NY","36045","White","2106-3",1489
,"Jefferson County, NY","36045","More than one race","M",59
,"Jefferson County, NY","36045","Unknown or Not Stated","UNK",0
,"Jefferson County, NY","36045","Not Available","NA",0
,"Jefferson County, NY","36045","Not Reported","NR",0
,"Kings County, NY","36047","American Indian or Alaska Native","1002-5",50
,"Kings County, NY","36047","Asian","A",5144
,"Kings County, NY","36047","Black or African American","2054-5",9112
,"Kings County, NY","36047","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Kings County, NY","36047","White","2106-3",21856
,"Kings County, NY","36047","More than one race","M",979
,"Kings County, NY","36047","Unknown or Not Stated","UNK",0
,"Kings County, NY","36047","Not Available","NA",0
,"Kings County, NY","36047","Not Reported","NR",0
,"Monroe County, NY","36055","American Indian or Alaska Native","1002-5",22
,"Monroe County, NY","36055","Asian","A",392
,"Monroe County, NY","36055","Black or African American","2054-5",1939
,"Monroe County, NY","36055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, NY","36055","White","2106-3",5320
,"Monroe County, NY","36055","More than one race","M",235
,"Monroe County, NY","36055","Unknown or Not Stated","UNK",0
,"Monroe County, NY","36055","Not Available","NA",0
,"Monroe County, NY","36055","Not Reported","NR",0
,"Nassau County, NY","36059","American Indian or Alaska Native","1002-5",17
,"Nassau County, NY","36059","Asian","A",2010
,"Nassau County, NY","36059","Black or African American","2054-5",1900
,"Nassau County, NY","36059","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Nassau County, NY","36059","White","2106-3",9587
,"Nassau County, NY","36059","More than one race","M",280
,"Nassau County, NY","36059","Unknown or Not Stated","UNK",0
,"Nassau County, NY","36059","Not Available","NA",0
,"Nassau County, NY","36059","Not Reported","NR",0
,"New York County, NY","36061","American Indian or Alaska Native","1002-5",31
,"New York County, NY","36061","Asian","A",2482
,"New York County, NY","36061","Black or African American","2054-5",2708
,"New York County, NY","36061","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"New York County, NY","36061","White","2106-3",11004
,"New York County, NY","36061","More than one race","M",346
,"New York County, NY","36061","Unknown or Not Stated","UNK",0
,"New York County, NY","36061","Not Available","NA",0
,"New York County, NY","36061","Not Reported","NR",0
,"Niagara County, NY","36063","American Indian or Alaska Native","1002-5",33
,"Niagara County, NY","36063","Asian","A",25
,"Niagara County, NY","36063","Black or African American","2054-5",243
,"Niagara County, NY","36063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Niagara County, NY","36063","White","2106-3",1701
,"Niagara County, NY","36063","More than one race","M",63
,"Niagara County, NY","36063","Unknown or Not Stated","UNK",0
,"Niagara County, NY","36063","Not Available","NA",0
,"Niagara County, NY","36063","Not Reported","NR",0
,"Oneida County, NY","36065","American Indian or Alaska Native","1002-5",Suppressed
,"Oneida County, NY","36065","Asian","A",158
,"Oneida County, NY","36065","Black or African American","2054-5",257
,"Oneida County, NY","36065","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Oneida County, NY","36065","White","2106-3",1973
,"Oneida County, NY","36065","More than one race","M",90
,"Oneida County, NY","36065","Unknown or Not Stated","UNK",0
