"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Ascension Parish, LA","22005","Under 15 years","15",Suppressed
,"Ascension Parish, LA","22005","15-19 years","15-19",67
,"Ascension Parish, LA","22005","20-24 years","20-24",263
,"Ascension Parish, LA","22005","25-29 years","25-29",598
,"Ascension Parish, LA","22005","30-34 years","30-34",475
,"Ascension Parish, LA","22005","35-39 years","35-39",219
,"Ascension Parish, LA","22005","40-44 years","40-44",31
,"Ascension Parish, LA","22005","45-49 years","45-49",0
,"Ascension Parish, LA","22005","50 years and over","50+",0
,"Bossier Parish, LA","22015","Under 15 years","15",Suppressed
,"Bossier Parish, LA","22015","15-19 years","15-19",97
,"Bossier Parish, LA","22015","20-24 years","20-24",397
,"Bossier Parish, LA","22015","25-29 years","25-29",542
,"Bossier Parish, LA","22015","30-34 years","30-34",425
,"Bossier Parish, LA","22015","35-39 years","35-39",164
,"Bossier Parish, LA","22015","40-44 years","40-44",28
,"Bossier Parish, LA","22015","45-49 years","45-49",0
,"Bossier Parish, LA","22015","50 years and over","50+",0
,"Caddo Parish, LA","22017","Under 15 years","15",Suppressed
,"Caddo Parish, LA","22017","15-19 years","15-19",262
,"Caddo Parish, LA","22017","20-24 years","20-24",867
,"Caddo Parish, LA","22017","25-29 years","25-29",958
,"Caddo Parish, LA","22017","30-34 years","30-34",684
,"Caddo Parish, LA","22017","35-39 years","35-39",312
,"Caddo Parish, LA","22017","40-44 years","40-44",64
,"Caddo Parish, LA","22017","45-49 years","45-49",0
,"Caddo Parish, LA","22017","50 years and over","50+",0
,"Calcasieu Parish, LA","22019","Under 15 years","15",Suppressed
,"Calcasieu Parish, LA","22019","15-19 years","15-19",238
,"Calcasieu Parish, LA","22019","20-24 years","20-24",766
,"Calcasieu Parish, LA","22019","25-29 years","25-29",952
,"Calcasieu Parish, LA","22019","30-34 years","30-34",660
,"Calcasieu Parish, LA","22019","35-39 years","35-39",292
,"Calcasieu Parish, LA","22019","40-44 years","40-44",60
,"Calcasieu Parish, LA","22019","45-49 years","45-49",0
,"Calcasieu Parish, LA","22019","50 years and over","50+",0
,"East Baton Rouge Parish, LA","22033","Under 15 years","15",Suppressed
,"East Baton Rouge Parish, LA","22033","15-19 years","15-19",377
,"East Baton Rouge Parish, LA","22033","20-24 years","20-24",1302
,"East Baton Rouge Parish, LA","22033","25-29 years","25-29",1674
,"East Baton Rouge Parish, LA","22033","30-34 years","30-34",1572
,"East Baton Rouge Parish, LA","22033","35-39 years","35-39",683
,"East Baton Rouge Parish, LA","22033","40-44 years","40-44",108
,"East Baton Rouge Parish, LA","22033","45-49 years","45-49",Suppressed
,"East Baton Rouge Parish, LA","22033","50 years and over","50+",Suppressed
,"Jefferson Parish, LA","22051","Under 15 years","15",Suppressed
,"Jefferson Parish, LA","22051","15-19 years","15-19",309
,"Jefferson Parish, LA","22051","20-24 years","20-24",1192
,"Jefferson Parish, LA","22051","25-29 years","25-29",1693
,"Jefferson Parish, LA","22051","30-34 years","30-34",1572
,"Jefferson Parish, LA","22051","35-39 years","35-39",820
,"Jefferson Parish, LA","22051","40-44 years","40-44",161
,"Jefferson Parish, LA","22051","45-49 years","45-49",Suppressed
,"Jefferson Parish, LA","22051","50 years and over","50+",0
,"Lafayette Parish, LA","22055","Under 15 years","15",Suppressed
,"Lafayette Parish, LA","22055","15-19 years","15-19",176
,"Lafayette Parish, LA","22055","20-24 years","20-24",671
,"Lafayette Parish, LA","22055","25-29 years","25-29",1004
,"Lafayette Parish, LA","22055","30-34 years","30-34",908
,"Lafayette Parish, LA","22055","35-39 years","35-39",380
,"Lafayette Parish, LA","22055","40-44 years","40-44",60
,"Lafayette Parish, LA","22055","45-49 years","45-49",Suppressed
,"Lafayette Parish, LA","22055","50 years and over","50+",0
,"Livingston Parish, LA","22063","Under 15 years","15",0
,"Livingston Parish, LA","22063","15-19 years","15-19",106
,"Livingston Parish, LA","22063","20-24 years","20-24",398
,"Livingston Parish, LA","22063","25-29 years","25-29",645
,"Livingston Parish, LA","22063","30-34 years","30-34",418
,"Livingston Parish, LA","22063","35-39 years","35-39",164
,"Livingston Parish, LA","22063","40-44 years","40-44",32
,"Livingston Parish, LA","22063","45-49 years","45-49",Suppressed
,"Livingston Parish, LA","22063","50 years and over","50+",0
,"Orleans Parish, LA","22071","Under 15 years","15",Suppressed
,"Orleans Parish, LA","22071","15-19 years","15-19",250
