"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, OH","39003","Under 15 years","15",Suppressed
,"Allen County, OH","39003","15-19 years","15-19",97
,"Allen County, OH","39003","20-24 years","20-24",357
,"Allen County, OH","39003","25-29 years","25-29",401
,"Allen County, OH","39003","30-34 years","30-34",291
,"Allen County, OH","39003","35-39 years","35-39",100
,"Allen County, OH","39003","40-44 years","40-44",20
,"Allen County, OH","39003","45-49 years","45-49",0
,"Allen County, OH","39003","50 years and over","50+",0
,"Ashtabula County, OH","39007","Under 15 years","15",0
,"Ashtabula County, OH","39007","15-19 years","15-19",65
,"Ashtabula County, OH","39007","20-24 years","20-24",313
,"Ashtabula County, OH","39007","25-29 years","25-29",349
,"Ashtabula County, OH","39007","30-34 years","30-34",249
,"Ashtabula County, OH","39007","35-39 years","35-39",86
,"Ashtabula County, OH","39007","40-44 years","40-44",23
,"Ashtabula County, OH","39007","45-49 years","45-49",0
,"Ashtabula County, OH","39007","50 years and over","50+",0
,"Butler County, OH","39017","Under 15 years","15",Suppressed
,"Butler County, OH","39017","15-19 years","15-19",215
,"Butler County, OH","39017","20-24 years","20-24",933
,"Butler County, OH","39017","25-29 years","25-29",1343
,"Butler County, OH","39017","30-34 years","30-34",1272
,"Butler County, OH","39017","35-39 years","35-39",572
,"Butler County, OH","39017","40-44 years","40-44",104
,"Butler County, OH","39017","45-49 years","45-49",Suppressed
,"Butler County, OH","39017","50 years and over","50+",0
,"Clark County, OH","39023","Under 15 years","15",Suppressed
,"Clark County, OH","39023","15-19 years","15-19",131
,"Clark County, OH","39023","20-24 years","20-24",464
,"Clark County, OH","39023","25-29 years","25-29",476
,"Clark County, OH","39023","30-34 years","30-34",328
,"Clark County, OH","39023","35-39 years","35-39",141
,"Clark County, OH","39023","40-44 years","40-44",30
,"Clark County, OH","39023","45-49 years","45-49",Suppressed
,"Clark County, OH","39023","50 years and over","50+",0
,"Clermont County, OH","39025","Under 15 years","15",0
,"Clermont County, OH","39025","15-19 years","15-19",98
,"Clermont County, OH","39025","20-24 years","20-24",454
,"Clermont County, OH","39025","25-29 years","25-29",677
,"Clermont County, OH","39025","30-34 years","30-34",679
,"Clermont County, OH","39025","35-39 years","35-39",276
,"Clermont County, OH","39025","40-44 years","40-44",47
,"Clermont County, OH","39025","45-49 years","45-49",Suppressed
,"Clermont County, OH","39025","50 years and over","50+",0
,"Columbiana County, OH","39029","Under 15 years","15",0
,"Columbiana County, OH","39029","15-19 years","15-19",53
,"Columbiana County, OH","39029","20-24 years","20-24",294
,"Columbiana County, OH","39029","25-29 years","25-29",341
,"Columbiana County, OH","39029","30-34 years","30-34",238
,"Columbiana County, OH","39029","35-39 years","35-39",83
,"Columbiana County, OH","39029","40-44 years","40-44",10
,"Columbiana County, OH","39029","45-49 years","45-49",0
,"Columbiana County, OH","39029","50 years and over","50+",Suppressed
